roll_period_years,Portfolio 1_average_pct,Portfolio 1_high_pct,Portfolio 1_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,12.994407461992141,39.70837223924899,-25.31586604114626,12.15402111432101,56.23113802140352,-43.42441653935848
3,11.538077005472962,28.05503831189995,-1.903029492569852,10.708176793653001,25.968820574360606,-15.078079955773616
5,11.412024912942433,18.128545406938002,7.035268098779013,11.193146170497371,22.85565580936413,-1.2243081169573067
7,11.405328229123564,18.568391656590567,7.894129356869128,11.604940654167724,17.273276288615925,2.583604550776797
