point,expected_return,volatility,sharpe,weight_133690,weight_402970,weight_069500,weight_168580,weight_200250,weight_101280,weight_TLT,weight_132030
11,0.10810232911594252,0.07712263230517964,0.9038527270944042,0.012622301859891069,0.306058309232875,0.0,0.13199488080348992,0.23079118357377906,0.05346702971188319,0.006343866454203497,0.2587224283638782
12,0.10971672285934138,0.07726548488087577,0.9230757482865107,0.014972833141069744,0.3087012062059372,0.0,0.13191814489261539,0.2278781612552361,0.056085885954221856,0.00010688297746914157,0.2603368855734506
13,0.11133111660274025,0.07742754050113247,0.9419941347028398,0.018677140402146204,0.31051118779277237,0.0,0.128454129457277,0.21899664998809498,0.06045183327532719,0.0,0.26290905908438233
14,0.1129455103461391,0.07761605616461048,0.960505937094032,0.022405051779920943,0.31230664686460624,0.0,0.12493105422004172,0.21001107356412746,0.06484824246185078,0.0,0.26549793110945286
15,0.11455990408953798,0.07783084169335994,0.978597620765921,0.026132963157695758,0.31410210593644006,0.0,0.12140797898280632,0.20102549714015985,0.06924465164837443,0.0,0.2680868031345235
16,0.11617429783293684,0.07807168027204982,0.9962571572137088,0.029860874535470514,0.3158975650082739,0.0,0.11788490374557105,0.19203992071619233,0.07364106083489803,0.0,0.2706756751595941
17,0.1177886915763357,0.07833833161333549,1.0134740216577913,0.03358878591324531,0.31769302408010786,0.0,0.11436182850833576,0.18305434429222478,0.07803747002142161,0.0,0.2732645471846647
18,0.11940308531973459,0.07863053310944858,1.0302392026360738,0.037316697291020114,0.3194884831519418,0.0,0.11083875327110042,0.1740687678682571,0.08243387920794527,0.0,0.27585341920973533
19,0.12101747906313345,0.07894800106302052,1.0465451989211574,0.04104460866879493,0.32128394222377554,0.0,0.10731567803386514,0.16508319144428976,0.08683028839446874,0.0,0.2784422912348059
20,0.12263187280653229,0.0792904319843997,1.0623860043655575,0.04477252004656971,0.3230794012956094,0.0,0.1037926027966298,0.15609761502032224,0.09122669758099225,0.0,0.28103116325987654
21,0.12424626654993116,0.07965750394252993,1.0777570814378397,0.04850043142434449,0.3248748603674433,0.0,0.10026952755939453,0.14711203859635472,0.09562310676751587,0.0,0.28362003528494717
22,0.12586066029333004,0.08004887795647765,1.0926553243466832,0.05222834280211926,0.3266703194392771,0.0,0.09674645232215917,0.13812646217238714,0.10001951595403961,0.0,0.28620890731001775
23,0.1274750540367289,0.08046419941491598,1.1070790127566825,0.055956254179894,0.3284657785111111,0.0,0.09322337708492388,0.1291408857484196,0.10441592514056319,0.0,0.2887977793350884
24,0.12908944778012776,0.08090309951127399,1.1210277571786038,0.05968416555766886,0.3302612375829449,0.0,0.08970030184768853,0.12015530932445204,0.10881233432708666,0.0,0.291386651360159
25,0.1307038415235266,0.08136519668282174,1.1345024371680585,0.06341207693544362,0.3320566966547786,0.0,0.08617722661045327,0.11116973290048467,0.11320874351361024,0.0,0.2939755233852296
26,0.1323182352669255,0.08185009804265882,1.147505133491317,0.06713998831321835,0.3338521557266126,0.0,0.08265415137321798,0.10218415647651712,0.1176051527001339,0.0,0.29656439541030016
27,0.13393262901032435,0.08235740079438447,1.160039055417005,0.07086789969099314,0.33564761479844635,0.0,0.07913107613598268,0.09319858005254957,0.12200156188665759,0.0,0.29915326743537074
28,0.1355470227537232,0.08288669362012416,1.172108464270176,0.07459581106876795,0.33744307387028033,0.0,0.07560800089874738,0.08421300362858204,0.12639797107318101,0.0,0.30174213946044137
29,0.1371614164971221,0.08343755803354509,1.183718594343416,0.07832372244654273,0.3392385329421141,0.0,0.07208492566151205,0.07522742720461449,0.13079438025970477,0.0,0.30433101148551195
30,0.13877581024052096,0.08400956969049128,1.1948755722013393,0.08205163382431765,0.341033992013948,0.0,0.06856185042427665,0.06624185078064675,0.13519078944622828,0.0,0.30691988351058264
31,0.1403902039839198,0.0846022996508797,1.2055863353432184,0.0857795452020923,0.34282945108578194,0.0,0.06503877518704143,0.057256274356679404,0.13958719863275174,0.0,0.30950875553565316
32,0.14200459772731872,0.08521531558650947,1.2158585511066793,0.08950745657986713,0.3446249101576158,0.0,0.06151569994980605,0.04827069793271172,0.1439836078192755,0.0,0.31209762756072384
33,0.14361899147071755,0.08584818293042078,1.2257005366065108,0.0932353679576419,0.3464203692294496,0.0,0.05799262471257079,0.03928512150874437,0.1483800170057991,0.0,0.3146864995857944
34,0.1452333852141164,0.08650046596439237,1.2351211804094704,0.0969632793354167,0.34821582830128345,0.0,0.054469549475335444,0.03029954508477671,0.15277642619232265,0.0,0.317275371610865
35,0.14684777895751527,0.08717172884206466,1.2441298665511207,0.10069119071319152,0.3500112873731174,0.0,0.050946474238100135,0.021313968660809167,0.1571728353788462,0.0,0.3198642436359357
36,0.14846217270091414,0.08786153654601833,1.252736401406529,0.10441910209096633,0.35180674644495114,0.0,0.04742339900086484,0.012328392236841793,0.1615692445653696,0.0,0.3224531156610063
37,0.150076566444313,0.0885694557779126,1.2609509438349427,0.10814701346874103,0.3536022055167852,0.0,0.043900323763629574,0.0033428158128742695,0.16596565375189323,0.0,0.32504198768607684
38,0.15169096018771186,0.0893035023070514,1.2686639345001265,0.11433818105415056,0.3528116329658886,0.0,0.03622823672045316,0.0,0.16670567127440894,0.0,0.3299162779850988
39,0.1533053539311107,0.09009419136810735,1.2754487786610096,0.12198860101079338,0.3504890749212143,0.0,0.026098242417232194,0.0,0.1652796135874825,0.0,0.3361444680632778
40,0.15491974767450958,0.09094295627186658,1.281296813575764,0.12963902096743646,0.3481665168765399,0.0,0.015968248114010795,0.0,0.163853555900556,0.0,0.34237265814145695
41,0.15653414141790845,0.09184818700380529,1.286245463144602,0.13728944092407958,0.34584395883186536,0.0,0.0058382538107895525,0.0,0.1624274982136296,0.0,0.34860084821963605
42,0.15814853516130728,0.09282599418533148,1.2900880688226883,0.15223554570296444,0.33693461481551945,0.0,0.0,0.0,0.15367128593750348,0.0,0.35715855354401266
43,0.15976292890470617,0.09401962718333914,1.2908804784114953,0.17710630920501597,0.31906496008891777,0.0,0.0,0.0,0.13494352411416224,0.0,0.36888520659190394
44,0.16137732264810506,0.09545295556612426,1.2884095032207048,0.2019770727070668,0.301195305362317,0.0,0.0,0.0,0.11621576229082131,0.0,0.38061185963979494
45,0.1629917163915039,0.09704070743897832,1.283965173931226,0.2079323156618572,0.2996075139822825,0.00865408372975514,0.0,0.0,0.09964900885006096,0.0,0.3841570777760442
46,0.16460611013490273,0.0987017807524389,1.2787133280326068,0.21387134663456558,0.2980336773478328,0.017315584641078487,0.0,0.0,0.08308410755125423,0.0,0.3876952838252689
47,0.16622050387830165,0.10043253748659271,1.272751634988401,0.21981037760727437,0.29645984071338266,0.02597708555240212,0.0,0.0,0.06651920625244707,0.0,0.3912334898744938
48,0.16783489762170048,0.10222943845652949,1.2661721710477234,0.22574940857998285,0.29488600407893256,0.03463858646372558,0.0,0.0,0.04995430495364052,0.0,0.3947716959237185
49,0.16944929136509937,0.10408905815275221,1.2590609051968567,0.2316884395526913,0.29331216744448263,0.04330008737504916,0.0,0.0,0.033389403654833734,0.0,0.3983099019729433
50,0.17106368510849823,0.10600809594538001,1.2514974100718508,0.23762747052539995,0.2917383308100328,0.05196158828637285,0.0,0.0,0.016824502356026304,0.0,0.4018481080221681
51,0.17267807885189707,0.10798338401648151,1.2435547606583113,0.24356650149810852,0.2901644941755827,0.06062308919769612,0.0,0.0,0.00025960105721987937,0.0,0.4053863140713928
52,0.17429247259529596,0.11002510943761336,1.2351511914300437,0.24649803013870542,0.2779454802451263,0.06951470310314545,0.0,0.0,0.0,0.0,0.40604178651302286
53,0.17590686633869485,0.1121434395302708,1.2262156335535743,0.24938167552824664,0.26555698159256164,0.07840998069927634,0.0,0.0,0.0,0.0,0.40665136217991543
54,0.17752126008209362,0.11433411970890403,1.216840894477556,0.25226532091778747,0.2531684829399976,0.08730525829540685,0.0,0.0,0.0,0.0,0.40726093784680806
55,0.17913565382549257,0.11659307186342736,1.2071114002738008,0.25514896630732875,0.24077998428743283,0.09620053589153771,0.0,0.0,0.0,0.0,0.40787051351370074
56,0.18075004756889146,0.11891640534636289,1.1971032892228153,0.25803261169686975,0.22839148563486855,0.10509581348766855,0.0,0.0,0.0,0.0,0.40848008918059325
57,0.18236444131229027,0.12130042082144821,1.1868847012328485,0.2609162570864108,0.21600298698230413,0.11399109108379911,0.0,0.0,0.0,0.0,0.40908966484748593
58,0.18397883505568918,0.1237416110264862,1.1765161796569858,0.26379990247595203,0.2036144883297395,0.12288636867993007,0.0,0.0,0.0,0.0,0.4096992405143785
59,0.185593228799088,0.12623665903536016,1.166051148198158,0.26668354786549314,0.1912259896771753,0.13178164627606048,0.0,0.0,0.0,0.0,0.4103088161812711
60,0.18720762254248685,0.1287824345413581,1.1555364323267951,0.26956719325503425,0.1788374910246108,0.14067692387219138,0.0,0.0,0.0,0.0,0.41091839184816364
61,0.1888220162858857,0.13137598861815802,1.1450128009075748,0.27245083864457487,0.16644899237204688,0.14957220146832217,0.0,0.0,0.0,0.0,0.4115279675150561
62,0.19043641002928458,0.13401454734993293,1.1345155093205916,0.2753344840341163,0.15406049371948208,0.15846747906445285,0.0,0.0,0.0,0.0,0.41213754318194873
63,0.19205080377268346,0.13669550466063715,1.1240748301705006,0.2782181294236576,0.1416719950669173,0.1673627566605837,0.0,0.0,0.0,0.0,0.4127471188488414
64,0.19366519751608233,0.1394164146162672,1.1137165616921436,0.2811017748131985,0.12928349641435294,0.1762580342567145,0.0,0.0,0.0,0.0,0.41335669451573404
65,0.1952795912594812,0.14217498342357346,1.1034625072251767,0.2839854202027397,0.11689499776178842,0.18515331185284514,0.0,0.0,0.0,0.0,0.4139662701826267
66,0.19689398500288008,0.14496906130461656,1.0933309217173346,0.28686906559228076,0.10450649910922412,0.1940485894489759,0.0,0.0,0.0,0.0,0.4145758458495193
67,0.1985083787462789,0.14779663438860766,1.0833369232149022,0.28975271098182187,0.0921180004566598,0.2029438670451065,0.0,0.0,0.0,0.0,0.4151854215164119
68,0.20012277248967775,0.15065581673027986,1.07349286880183,0.29263635637136276,0.07972950180409548,0.21183914464123735,0.0,0.0,0.0,0.0,0.4157949971833044
69,0.2017371662330767,0.1535448425371084,1.0638086955437371,0.29552000176090404,0.06734100315153074,0.22073442223736825,0.0,0.0,0.0,0.0,0.416404572850197
70,0.2033515599764755,0.15646205866545707,1.054292227759668,0.2984036471504449,0.054952504498966666,0.22962969983349885,0.0,0.0,0.0,0.0,0.41701414851708957
71,0.20496595371987442,0.15940591742758584,1.0449494524526461,0.30128729253998593,0.04256400584640195,0.2385249774296299,0.0,0.0,0.0,0.0,0.41762372418398225
72,0.20658034746327322,0.1623749697368331,1.0357847650389131,0.3041709379295271,0.030175507193837513,0.2474202550257604,0.0,0.0,0.0,0.0,0.41823329985087493
73,0.20819474120667208,0.16536785860666653,1.0268011876742051,0.30705458331906804,0.01778700854127341,0.25631553262189133,0.0,0.0,0.0,0.0,0.4188428755177673
74,0.20980913495007097,0.16838331301017107,1.0180005625231399,0.3099382287086095,0.005398509888708638,0.2652108102180218,0.0,0.0,0.0,0.0,0.4194524511846601
75,0.2114235286934698,0.1714263269776992,1.0093473048032593,0.30688745560958663,0.0,0.27731039412572067,0.0,0.0,0.0,0.0,0.41580215026469264
76,0.2130379224368687,0.17452392697095312,1.0006828168594242,0.2992534109236471,0.0,0.291884728693807,0.0,0.0,0.0,0.0,0.4088618603825459
77,0.2146523161802676,0.17767681735190927,0.9920117391846488,0.2916193662377077,0.0,0.30645906326189315,0.0,0.0,0.0,0.0,0.4019215705003992
78,0.21626670992366642,0.1808821069036086,0.9833580854531223,0.28398532155176825,0.0,0.321033397829979,0.0,0.0,0.0,0.0,0.3949812806182528
79,0.21788110366706526,0.18413705929583238,0.974742818025012,0.2763512768658288,0.0,0.335607732398065,0.0,0.0,0.0,0.0,0.3880409907361062
80,0.21949549741046417,0.18743908730301947,0.9661841210925481,0.2687172321798894,0.0,0.35018206696615134,0.0,0.0,0.0,0.0,0.3811007008539593
81,0.22110989115386304,0.19078574665447268,0.9576976622816948,0.26108318749395004,0.0,0.36475640153423733,0.0,0.0,0.0,0.0,0.37416041097181263
82,0.2227242848972619,0.19417472966033436,0.9492968401887234,0.25344914280801056,0.0,0.3793307361023234,0.0,0.0,0.0,0.0,0.3672201210896661
83,0.22433867864066073,0.19760385873121727,0.9409930162718962,0.24581509812207095,0.0,0.3939050706704095,0.0,0.0,0.0,0.0,0.36027983120751955
84,0.22595307238405962,0.20107107988697304,0.9327957302625708,0.23818105343613116,0.0,0.40847940523849596,0.0,0.0,0.0,0.0,0.3533395413253728
85,0.22756746612745848,0.20457445633070534,0.9247128988354446,0.23054700875019207,0.0,0.42305373980658173,0.0,0.0,0.0,0.0,0.3463992514432262
86,0.22918185987085732,0.20811216214757247,0.9167509977113362,0.22291296406425232,0.0,0.43762807437466783,0.0,0.0,0.0,0.0,0.3394589615610799
87,0.2307962536142562,0.2116824761739029,0.9089152276827409,0.2152789193783131,0.0,0.4522024089427538,0.0,0.0,0.0,0.0,0.33251867167893306
88,0.23241064735765504,0.21528377607041377,0.9012096652745007,0.20764487469237397,0.0,0.4667767435108398,0.0,0.0,0.0,0.0,0.3255783817967863
89,0.23402504110105388,0.21891453262358068,0.8936373988986349,0.20001083000643421,0.0,0.48135107807892574,0.0,0.0,0.0,0.0,0.3186380919146401
90,0.23563943484445277,0.22257330429121358,0.8862006514499701,0.1923767853204948,0.0,0.495925412647012,0.0,0.0,0.0,0.0,0.3116978020324932
91,0.23725382858785163,0.2262587320017973,0.8789008903314506,0.18474274063455523,0.0,0.5104997472150979,0.0,0.0,0.0,0.0,0.30475751215034685
92,0.23886822233125052,0.2299695342119404,0.8717389259061025,0.17710869594861536,0.0,0.5250740817831847,0.0,0.0,0.0,0.0,0.29781722226819984
93,0.24048261607464935,0.2337045022221353,0.8647149993557194,0.16947465126267647,0.0,0.5396484163512701,0.0,0.0,0.0,0.0,0.29087693238605344
94,0.24209700981804827,0.23746249574781064,0.8578288608916866,0.16184060657673666,0.0,0.5542227509193567,0.0,0.0,0.0,0.0,0.2839366425039067
95,0.24371140356144716,0.24124243874017182,0.8510798392167425,0.1542065618907973,0.0,0.568797085487443,0.0,0.0,0.0,0.0,0.2769963526217597
96,0.245325797304846,0.2450433154494847,0.844466903082274,0.146572517204858,0.0,0.5833714200555288,0.0,0.0,0.0,0.0,0.2700560627396133
97,0.24694019104824488,0.24886416672210868,0.8379887157274345,0.1389384725189179,0.0,0.5979457546236153,0.0,0.0,0.0,0.0,0.26311577285746673
98,0.24855458479164366,0.2537147305849104,0.8283309239512322,0.2166261525375432,0.0,0.6,0.0,0.0,0.0,0.0,0.18337384746245686
99,0.25016897853504255,0.26119167172655716,0.8107997837333154,0.30831307455803575,0.0,0.6,0.0,0.0,0.0,0.0,0.09168692544196427
100,0.2517833716873999,0.2711031655678883,0.7871119603277273,0.3999999965785272,0.0,0.6,0.0,0.0,0.0,0.0,0.0
