ticker,name,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ratio,sortino_ratio,3m,ytd,1y,3y,5y,10y,full_period,5y_annualized_volatility,cagr_pct,annualized_volatility_pct,max_drawdown_pct,3y_annualized_volatility_pct
133690,TIGER 미국나스닥100,1.0,2.249191749580212,0.19035245000510997,0.6142785065590315,-0.3048622233653272,0.7267138399747305,1.1763701935257243,-0.10991103573447591,0.10556075687395272,0.2359527350851094,0.2602066369407454,,,0.18258690371124242,,18.258690371124242,20.910241976977762,-30.48622233653272,18.68096117837905
402970,ACE 미국배당다우존스,1.0,1.8151290208554267,0.13268726152026805,0.275309020328941,0.01303147432357843,0.7058487210693659,1.2108928493208007,-0.019601603767581022,0.21711305996681673,0.2747207281754238,0.168884182360169,,,0.13127208071126484,,13.127208071126484,13.3587312861044,-11.342244720398643,13.14338860299804
069500,KODEX 200,1.0,3.036174612617206,0.2927373205610694,0.9422217937594395,-0.24150391702526786,0.6998731708073261,1.3954862649209754,-0.2033832798192413,0.7733289212442094,1.5059621229833997,0.49985890880061556,,,0.2583218567151666,,25.832185671516662,36.34122632268791,-27.78881165177094,42.43068184932652
192090,TIGER 차이나CSI300,1.0,1.100444444444445,0.03861972435860893,0.3029882738620604,-0.22903085614950014,0.0011405229780631523,0.0017342362089796085,-0.14027777777777772,-0.013152650458350013,0.08434790225102873,0.12344604277323268,,,0.020000303891350546,,2.0000303891350546,19.71874102737986,-34.09821816601478,19.403531952451313
200250,KIWOOM 인도Nifty50(합성),1.0,1.118310598111227,0.032658176169696844,0.19566720442498253,-0.17447714949651405,-0.04128201525629679,-0.05747512325454303,-0.07787151200519138,-0.17447714949651405,-0.12553846153846138,0.021282952880393058,,,0.02340468674760743,,2.340468674760743,13.896248477440873,-20.76208178438663,14.044060969877764
101280,KODEX 일본TOPIX100,1.0,1.9628271914592594,0.1481468801903949,0.26061552701608215,-0.12042049603424376,0.8671985925076311,1.4867055270072216,-0.033779719504859695,0.15448630655167195,0.26759978402624895,0.22553185235948803,,,0.14973112742669592,,14.973112742669592,12.655930665987816,-13.219186705275089,12.632661134310109
267440,RISE 미국장기국채선물(H),1.0,0.7195963887413703,-0.061878533850341005,0.049298398112504804,-0.22175401632868041,-0.9069226150267257,-1.0818978104902532,-0.006719609040928609,-0.037869822485207205,-0.027046433700334993,-0.015766610300806172,,,-0.0658164796435805,,-6.5816479643580506,11.056440734317006,-33.6508486317977,10.76676582251555
385560,RISE KIS국고채30년Enhanced,1.0,0.6586591604328937,-0.06760587371904794,0.17461278878601716,-0.2946683592510314,-0.543384192834939,-0.7451347788387863,-0.1013117744028621,-0.24585362982148906,-0.3323301021471752,-0.04137045193599043,,,-0.08276307092217616,,-8.276307092217616,19.507505500340184,-38.41633418256982,17.113808385503816
GLD,SPDR Gold Shares,1.0,2.9014383168530324,0.2345259494894259,0.6148184716811123,-0.013698048789798745,1.2361038556055897,2.4763670783592864,-0.09501637369634475,-0.013698048789798745,0.28185739566661105,0.33271159933789196,,,0.24655976538005064,,24.655976538005064,15.866880522521374,-23.82431439388062,18.332074486395257
QQQ,Invesco QQQ Trust  Series 1,1.0,2.258410551475519,0.18965916973971003,0.5792846588433154,-0.2782343611229423,0.7540594111063594,1.18446182848316,-0.1031759477417532,0.11548152492830766,0.25845239339509485,0.2619572404080408,,,0.18358812387908552,,18.35881238790855,20.06000322064377,-27.82343611229423,18.225319202400915
SCHD,Schwab US Dividend Equity ETF,1.0,1.8943035270682123,0.14145999812457596,0.26280285232479517,0.02720860973939776,0.7804052340371821,1.2877804184250217,-0.0007309114436574449,0.23539076644439016,0.29219786853945084,0.17808053263736112,,,0.1413093071734528,,14.13093071734528,13.206622155158248,-12.8592901534891,12.705427301142446
EWY,Ishares Msci South Korea ETF,1.0,2.9765405360708654,0.2881453636676814,0.918875028631658,-0.20344553048515257,0.7021269514664034,1.2943432478145238,-0.1917581633965525,0.7581111213473981,1.5431940013581138,0.47824991362745317,,,0.2531681203177256,,25.316812031772564,35.570566769993164,-28.621134047147855,41.4705425995816
EWJ,iShares MSCI Japan ETF,1.0,1.8666169772545744,0.13672042045291244,0.2284060020537313,-0.10655846454252504,0.8299902568741485,1.352343229032995,-0.04272852447609077,0.14528819743091792,0.27377940322712746,0.2092356883134885,,,0.1378378819021977,,13.78378819021977,11.846596035598363,-13.268750654456785,11.956247605194598
TLT,iShares 20+ Year Treasury Bond ETF,1.0,0.7875825439231167,-0.039694283924016645,0.04204755680920824,-0.2498862245309137,-0.5617171693603588,-0.6892198718340854,-0.0973653054908733,-0.06803575265808448,-0.002000888944868273,0.004635169921525684,,,-0.04820368962954713,,-4.8203689629547135,13.901855910714916,-34.38187178511834,14.806228750414322
