year,KAW Native Proxy Canonical_return_pct,KAW Core Revised Internal_return_pct,benchmark_return_pct
2021,3.344655866147672,2.6340665041172384,5.786252311471429
2022,-13.83448581724791,-12.801378077211067,-13.336264980823586
2023,15.717934878373164,13.567951226692209,27.935871206080364
2024,20.324009349810733,20.847076056541724,43.41166427249519
2025,21.437741103579675,23.105268603842543,15.354070455012625
2026,3.443628187809966,6.121012633286527,8.88832490115481
