date,asset_QQQ,asset_GLD,Growth 70/30,Balanced 50/50,benchmark
2020-01-31,0.030384062204305673,0.04499655849690343,0.034767811092084995,0.03769031035060455,-0.0004040140102572476
2020-02-29,-0.06057427519191949,-0.006361728631845698,-0.04431051122389735,-0.033468001911882594,-0.07916547168656818
2020-03-31,-0.07285814862301676,-0.002224031676743232,-0.051667913539134705,-0.037541090149879996,-0.12487139632848954
2020-04-30,0.14973707689317095,0.07261060302877431,0.12659913473385195,0.11117383996097263,0.12698370986213248
2020-05-31,0.06600906227321568,0.02588161543682088,0.05397082822229724,0.04594533885501828,0.04764536905584449
2020-06-30,0.06286657886565905,0.02737702630176453,0.05221971309649069,0.04512180258371179,0.017734278718209318
2020-07-31,0.07346547383485547,0.10790463097013703,0.08379722097543993,0.09068505240249625,0.05889193496560541
2020-08-31,0.10944720773777039,-0.0032356731296194763,0.07564234347755341,0.05310576730407546,0.06979678649637133
2020-09-30,-0.0577861913063481,-0.0417140433776253,-0.052964546927731254,-0.0497501173419867,-0.037443374448828504
2020-10-31,-0.030449050728262428,-0.0051942084141127776,-0.022872598034017533,-0.017821629571187603,-0.02493369976034543
2020-11-30,0.11225770693235892,-0.05408625961608993,0.062354516967824264,0.0290857236581345,0.10877662058422666
2020-12-31,0.049024175029184214,0.07013861264675048,0.05535850631445409,0.059581393837967345,0.03704855725569267
2021-01-31,0.0026134539629414366,-0.03223816988295236,-0.007842033190826702,-0.014812357960005462,-0.010190540587581842
2021-02-28,-0.0013348867094947758,-0.06256881416817583,-0.01970506494709909,-0.031951850438835305,0.02780579752001744
2021-03-31,0.017167808755601532,-0.011433105943016053,0.008587534346016256,0.0028673514062927397,0.045399083332606116
2021-04-30,0.05909808270659633,0.035633887903232075,0.052058824265587056,0.047365985304914204,0.052910493301890016
2021-05-31,-0.012012147953164853,0.07678377966625938,0.014626630332662417,0.03238581585654726,0.00656605549801359
2021-06-30,0.0626213643948248,-0.07147662098325525,0.022391968781400786,-0.0044276282942152245,0.02242737354966251
2021-07-31,0.028609305037569976,0.025297363508325565,0.027615722578796652,0.02695333427294777,0.024412735065397095
2021-08-31,0.042186482474518394,-0.0007655451490135023,0.029300874187458824,0.020710468662752446,0.029759562334542355
2021-09-30,-0.0568315074990563,-0.03223525924924131,-0.0494526330241118,-0.044533383374148805,-0.04660527022518435
2021-10-31,0.078639945721801,0.014797178527087285,0.05948711556338688,0.04671856212444414,0.07016330753116806
2021-11-30,0.019968528247740203,-0.006900653696985448,0.011907773664322507,0.006533937275377377,-0.008034704935967918
2021-12-31,0.01152343737537631,0.032990977123064535,0.017963699299682778,0.022257207249220423,0.04624778938474572
2022-01-31,-0.08747010580946724,-0.016787612677039987,-0.06626535786973906,-0.05212885924325361,-0.052741385131259366
2022-02-28,-0.04475959987259903,0.061217257237826006,-0.012966542739471523,0.008228828682613487,-0.029516769466335635
2022-03-31,0.04667860404173174,0.0127255799503041,0.03649269681430345,0.02970209199601792,0.03759030660232643
2022-04-30,-0.13595728541744612,-0.020702963524693363,-0.10138098884962028,-0.07833012447106974,-0.08776902633846118
2022-05-31,-0.01586610799647803,-0.03261547766106776,-0.020890918895854947,-0.024240792828772895,0.002257212867133651
2022-06-30,-0.08907881696847586,-0.01565965107712486,-0.06705306720107056,-0.05236923402280036,-0.08246049162068037
2022-07-31,0.12551717104953397,-0.0258815174913124,0.08009756448728006,0.049817826779110785,0.09208758892363145
2022-08-31,-0.051321637542843135,-0.02943328245830701,-0.04475513101748229,-0.04037746000057507,-0.04080184449552415
2022-09-30,-0.10535541479331312,-0.028881810636775418,-0.0824133335463518,-0.06711861271504427,-0.09244598754494349
2022-10-31,0.03999865914667544,-0.017844407703562548,0.022645739091604042,0.011077125721556447,0.08127544357125216
2022-11-30,0.055441557769175365,0.0849186596373046,0.06428468832961413,0.07018010870323999,0.05559150717499772
2022-12-31,-0.09013697843012691,0.02930648566594085,-0.05430393920130658,-0.03041524638209303,-0.05762824262137323
2023-01-31,0.10642964385062426,0.05759257431981046,0.09177852299138012,0.08201110908521736,0.06288739154288647
2023-02-28,-0.003598219598997532,-0.05367596391642193,-0.018621542894224852,-0.02863709175770973,-0.025142732052405803
2023-03-31,0.09492732806690074,0.07916128247166143,0.09019751438832894,0.08704430526928109,0.03707786046244155
2023-04-30,0.005079249310475431,0.008623522653246951,0.006142531313306887,0.006851385981861191,0.015974841370329118
2023-05-31,0.07883802148249042,-0.013419890078922081,0.05116064801406667,0.03270906570178417,0.004616201255000174
2023-06-30,0.06303836936326612,-0.02221370606110007,0.03746274673595626,0.020412331651083027,0.06479987277566668
2023-07-31,0.038601067777989106,0.02288664235862692,0.03388674015218045,0.030743855068308013,0.032733329717433035
2023-08-31,-0.014830128181783642,-0.012777635059315506,-0.014214380245043201,-0.013803881620549574,-0.016252219185540095
2023-09-30,-0.05079854722818622,-0.047605861131121974,-0.04984074139906694,-0.0492022041796541,-0.04743426801427053
2023-10-31,-0.020654992844239994,0.07372411557093361,0.007658739680312087,0.02653456136334681,-0.02170858744874582
2023-11-30,0.10818834116064546,0.02531372564947043,0.08332595650729295,0.06675103340505795,0.09134369676079168
2023-12-31,0.055869565356070794,0.012821182352028115,0.042955050454857986,0.034345373854049455,0.04565546498449269
2024-01-31,0.018192175585216352,-0.014228180398366375,0.008466068790141534,0.001981997593424989,0.01592632042919595
2024-02-29,0.05283342425578641,0.004563548019519192,0.038352461384906236,0.0286984861376528,0.05218696247182564
2024-03-31,0.012749661048173877,0.08668323846462611,0.034929734273109546,0.049716449756399994,0.03270189640221788
2024-04-30,-0.04373776996508638,0.02989497307015121,-0.0216479470545151,-0.006921398447467586,-0.04031962876347306
2024-05-31,0.06151817026302786,0.016189210429127243,0.04791948231285767,0.03885369034607755,0.050579662758128086
2024-06-30,0.06470131833081227,-0.0013469974027457976,0.04488682361074485,0.03167716046403324,0.035280096711594267
2024-07-31,-0.016781086186569594,0.053671963349382734,0.004354828674216103,0.01844543858140657,0.012109116371118
2024-08-31,0.0110386880074973,0.02092249026936499,0.014003828686057606,0.015980589138431145,0.023365625082593544
2024-09-30,0.026215964783193213,0.050888514912532656,0.03361772982199504,0.038552239847862935,0.02100466682931046
2024-10-31,-0.008646293361835089,0.04299348742370923,0.006845640873828208,0.01717359703093707,-0.008923538766048789
2024-11-30,0.05350821716264664,-0.031241364603207922,0.028083342632890272,0.01113342627971936,0.059633309413379854
2024-12-31,0.004540376102652788,-0.014088486936242095,-0.0010482828090156771,-0.004774055416794654,-0.02406006954082074
2025-01-31,0.021633922776085557,0.06785607873643396,0.03550056956419007,0.044745000756259756,0.026856451807496295
2025-02-28,-0.027034615883612334,0.018216241876358952,-0.013459358555620946,-0.004409187003626691,-0.012694838334663117
2025-03-31,-0.07586179691979911,0.09446585889998316,-0.024763500173864427,0.009302030990092025,-0.055719310915217646
2025-04-30,0.013968133591292453,0.05424437277239913,0.026051005345624455,0.03410625318184579,-0.008670167189502642
2025-05-31,0.09178307410682551,-0.0005595776946504261,0.06408027856638272,0.04561174820608754,0.06284505165897136
2025-06-30,0.06385811295260768,0.004051318985581975,0.04591607476249997,0.03395471596909483,0.051386230006752465
2025-07-31,0.0242370325438801,-0.0061345510598058706,0.015125557462774308,0.009051240742037114,0.023031446515753284
2025-08-31,0.00953970984137853,0.049874624687468394,0.02164018429520549,0.029707167264423462,0.02051948404438786
2025-09-30,0.053762208432730496,0.11758415768627128,0.07290879320879273,0.08567318305950089,0.03562033851605517
2025-10-31,0.04780390389875633,0.035586670754335525,0.04413873395543008,0.04169528732654593,0.023837580535737146
2025-11-30,-0.015610505771934569,0.05367817567023114,0.0051760986607151446,0.019033834949148287,0.001949914509092654
