year,Growth 70/30,Balanced 50/50,benchmark
2020,0.4171879139464656,0.37059618914558223,0.18331626017004377
2021,0.1747099216142982,0.11060612344301024,0.28728769487345285
2022,-0.23590982368222135,-0.17311529414085536,-0.18175368123865732
2023,0.4130822211473326,0.3270398811704689,0.26175805052516266
2024,0.26366428480802284,0.2667141135544029,0.24886446555007558
2025,0.34138908851306415,0.4264721057459737,0.18597741208262808
