portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Growth 70/30,10000.0,30468.8880816059,0.2040451359531661,0.19931956199222894,0.15761952683776595,0.4171879139464656,-0.23590982368222135,-0.25764778477334993,1.264561352207229,2.260050088727355
Balanced 50/50,10000.0,30181.471545303397,0.20214466969287148,0.19460541229728506,0.13633021387161057,0.4264721057459737,-0.17311529414085536,-0.21183340924777672,1.4274562239046684,2.6930688147762596
benchmark,10000.0,23293.155228756812,0.1513429875101322,0.1562707260909299,0.17125856935983308,0.28728769487345285,-0.18175368123865732,-0.23927170365660066,0.9124841266342003,1.4771123463033715
