portfolio,rank,start,bottom,recovery,duration_months,decline_months,recovery_months,underwater_months,maximum_drawdown_pct,annualized_recovery_rate_pct
benchmark,9,2019-05-31,2019-05-31,2019-07-31,3,1,2.0,3,-4.355313082827561,30.627585865938855
benchmark,10,2016-06-30,2016-09-30,2016-11-30,6,4,2.0,6,-3.412769731056453,23.163415886947636
benchmark,11,2021-09-30,2021-09-30,2021-10-31,2,1,1.0,2,-2.57747544531417,36.8004249791303
benchmark,12,2016-01-31,2016-01-31,2016-02-29,2,1,1.0,2,-2.538135633549121,36.13927143160471
benchmark,13,2016-03-31,2016-04-30,2016-05-31,3,2,1.0,3,-2.1013481654558186,29.02666322265479
benchmark,14,2017-01-31,2017-03-31,2017-04-30,4,3,1.0,4,-1.836017195902917,24.903311191966182
benchmark,15,2025-12-31,2026-03-31,2026-04-30,5,4,1.0,5,-1.5483721436609366,20.59385630134034
benchmark,16,2024-04-30,2024-04-30,2024-05-31,2,1,1.0,2,-1.4966274842780125,19.835861051195348
benchmark,17,2017-11-30,2017-11-30,2018-01-31,3,1,2.0,3,-0.8686268962567856,5.373952222183109
benchmark,18,2023-05-31,2023-05-31,2023-06-30,2,1,1.0,2,-0.8622137250695272,10.950533863768207
benchmark,19,2019-10-31,2019-10-31,2019-11-30,2,1,1.0,2,-0.7159404966076588,9.004815904788144
benchmark,20,2024-07-31,2024-08-31,2024-09-30,3,2,1.0,3,-0.4621336965177858,5.7158428041381715
benchmark,21,2017-07-31,2017-07-31,2017-08-31,2,1,1.0,2,-0.38522866237817865,4.740608188371631
benchmark,22,2023-07-31,2023-07-31,2023-08-31,2,1,1.0,2,-0.2501131868121509,3.0507273021969317
