kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct,weight_138920_pct
provided,Provided Portfolio,1.104673925091768,17.07755132792577,11.983688823111637,20.0,20.0,15.0,15.0,15.0,5.0,5.0,5.0
optimized,Optimized Portfolio,1.2576921966094181,17.038027466504374,10.49425665792101,23.611460717565045,15.927436273456589,6.11715531061512,37.28453945167565,0.0,0.0,12.955582349345903,4.103825897341698
benchmark,Benchmark,0.8969740373505184,16.577788725016184,14.201421040035786,,,,,,,,
