excluded_year,removed_observations,remaining_observations,removed_start,removed_end,feasible,status,solver,sharpe,delta_sharpe,allocation_turnover,most_changed_asset,message,expected_return_pct,volatility_pct,delta_expected_return_pct,delta_volatility_pct,max_abs_weight_change_pct,weight_QQQ_pct,delta_weight_QQQ_pct,weight_SPMO_pct,delta_weight_SPMO_pct,weight_AIA_pct,delta_weight_AIA_pct,weight_GLD_pct,delta_weight_GLD_pct,weight_XLE_pct,delta_weight_XLE_pct,weight_144600_pct,delta_weight_144600_pct,weight_SCHD_pct,delta_weight_SCHD_pct,weight_138920_pct,delta_weight_138920_pct
2015,2,128,2015-11-30,2015-12-31,True,optimal,OSQP,1.286921724182048,0.029229527572629976,0.08246948105046499,SCHD,,17.44166487903211,10.56954892035629,0.40363741252773533,0.07529226243527948,7.657283128165923,23.02179574068446,-0.5896649768805828,17.274477732178443,1.3470414587218538,7.065305436578514,0.948150125963395,39.759143538411266,2.474604086735621,3.0652777927999466,3.0652777927999466,0.0,0.0,5.29829922117998,-7.657283128165923,4.5157005381673745,0.41187464082567543
2016,12,118,2016-01-31,2016-12-31,True,optimal,OSQP,1.286237237571948,0.028545040962529855,0.10397014360533706,GLD,,18.05566624187,11.052536085866588,1.0176387753656257,0.5582794279455794,5.5052193023769345,24.529296700484085,0.9178359829190408,19.90139534869432,3.973959075237729,3.1134203560173033,-3.0037349545978165,42.789758754052585,5.5052193023769345,0.0,0.0,0.0,0.0,8.319612885964862,-4.635969463381041,1.346515954786849,-2.7573099425548495
2017,12,118,2017-01-31,2017-12-31,True,optimal,OSQP,1.3180004178277007,0.06030822121828261,0.13359364832663498,SCHD,,17.766525781767363,10.566797122948504,0.7284983152629876,0.0725404650274944,6.787704604504246,23.156955800020913,-0.45450491754413236,17.77165888375922,1.8442226103026316,0.0,-6.11715531061512,40.69016622969501,3.405626778019366,3.6737085338880546,3.6737085338880546,0.0,0.0,6.1678777448416575,-6.787704604504246,8.539632807795146,4.435806910453447
2018,12,118,2018-01-31,2018-12-31,True,optimal,OSQP,1.4097119192168974,0.1520197226074793,0.10067779757339568,GLD,,18.031953765002854,10.067639219696856,0.9939262984984792,-0.42661743822415416,5.6587759003471465,20.747829786788802,-2.8636309307762424,14.38206334724041,-1.5453729262161793,9.854563066699127,3.7374077560840067,31.6257635513285,-5.6587759003471465,0.6899369013027838,0.6899369013027838,0.0,0.0,14.850142269710812,1.8945599203649077,7.849701076929567,3.745875179587869
2019,12,118,2019-01-31,2019-12-31,True,optimal,OSQP,1.1452409566502968,-0.11245123995912132,0.15433303487999306,SCHD,,16.297097858316956,10.877724052179738,-0.7409296081874184,0.3834673942587283,11.598928273272616,19.77708550283835,-3.834375214726693,23.645943233509687,7.718506960053098,6.749576863490094,0.6324215528749739,39.28900973670817,2.004470285032517,3.932223820578652,3.932223820578652,0.0,0.0,1.3566540760732877,-11.598928273272616,5.249506766801765,1.1456808694600666
2020,12,118,2020-01-31,2020-12-31,True,optimal,OSQP,1.4145793318528863,0.1568871352434682,0.17422662707568584,XLE,,17.756153571019638,9.83802781436811,0.7181261045152654,-0.6562288435529001,16.245526074254652,23.26899723564074,-0.3424634819243044,15.72932485365158,-0.19811141980500824,2.7637913995659305,-3.353363911049189,38.461676084989584,1.1771366333139355,16.245526074254652,16.245526074254652,0.0,0.0,3.5306843518975195,-9.424897997448383,0.0,-4.103825897341698
2021,12,118,2021-01-31,2021-12-31,True,optimal,OSQP,1.218210417522379,-0.039481779087039204,0.21601171951420056,SCHD,,17.59271038233671,11.289697925656894,0.5546829158323358,0.7954412677358844,12.955582349345903,16.972311200245045,-6.639149517320001,22.852409570433725,6.9249732969771385,14.826611971880107,8.709456661264989,43.251281444853575,5.966741993177926,0.0,0.0,0.0,0.0,0.0,-12.955582349345903,2.0973858125875475,-2.0064400847541513
2022,12,118,2022-01-31,2022-12-31,True,optimal,OSQP,1.5616336087564435,0.3039414121470254,0.34717995000262564,QQQ,,22.083006759756387,11.68233310223346,5.044979293252013,1.1880764443124512,34.71799500026256,58.32945571782761,34.71799500026256,0.0,-15.927436273456589,1.2659628330817556,-4.851192477533364,35.111734686192825,-2.172804765482822,0.0,0.0,0.0,0.0,5.043934851065266,-7.911647498280638,0.2489119118325464,-3.8549139855091523
2023,12,118,2023-01-31,2023-12-31,True,optimal,OSQP,1.2385397337996882,-0.01915246280972993,0.27368269012585345,QQQ,,16.655187356780623,10.347431130725957,-0.38284010972375326,-0.14682552719505332,23.611460717565045,0.0,-23.611460717565045,29.233812531618725,13.306376258162137,11.568188851044042,5.451033540428921,33.52773115665535,-3.7568082950202975,0.0,0.0,0.0,0.0,21.05043360757745,8.094851258231545,4.619833853104442,0.5160079557627435
2024,12,118,2024-01-31,2024-12-31,True,optimal,OSQP,1.0899930482759352,-0.16769914833348287,0.22410231669224756,SPMO,,14.751636007680435,10.011213618581996,-2.286391458823939,-0.48304303933901366,14.811755660439044,34.966180794073196,11.354720076508155,1.1156806130175456,-14.811755660439044,2.916114102164453,-3.2010412084506665,32.8871046513406,-4.3974348003350485,0.48895863464026873,0.48895863464026873,0.0,0.0,14.476662964845824,1.5210806154999201,13.149298239918107,9.045472342576408
2025,12,118,2025-01-31,2025-12-31,True,optimal,OSQP,1.149402249622615,-0.10828994698680305,0.22675646481062675,SCHD,,16.354407637887036,10.88820287534272,-0.6836198286173378,0.3939462174217104,14.380302921671781,31.90680427695593,8.295343559390886,6.2283980405916415,-9.699038232864947,1.1709193471262864,-4.946235963488833,29.256440821813396,-8.028098629862251,0.0,0.0,0.0,0.0,27.335885271017684,14.380302921671781,4.101552242495045,-0.002273654846653844
2026,8,122,2026-01-31,2026-08-31,True,optimal,OSQP,1.368468272841461,0.11077607623204289,0.15570026288709826,SCHD,,17.619557622122663,10.069707231786449,0.5815301556182872,-0.42454942613456004,12.955582349345903,22.511523880656846,-1.0999368369081997,24.996418947036105,9.068982673579518,8.511150004148712,2.393994693533593,41.39158837327237,4.107048921596723,0.0,0.0,0.0,0.0,0.0,-12.955582349345903,2.589318794885981,-1.5145071024557175
