year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2015,-0.7216202631927238,-1.9757059110129815,1.7096809690050785
2016,14.01579602804086,16.803392829707107,14.842030715259114
2017,7.6458670989421496,7.728542289381335,7.992881188462375
2018,1.0689083762793317,-3.35659638392114,-0.3921435596143996
2019,29.74234521606398,27.181562609311214,35.93183999056264
2020,23.49402220437222,16.770236466524512,11.175533686352823
2021,20.974496282234533,25.241016023638487,40.98882999203026
2022,-4.22102377354997,3.137776632272793,-13.336273527968123
2023,22.8300526085238,18.371526509060864,27.935875636070627
2024,40.98545748735516,36.874904194627845,43.411652862171344
2025,33.2141484371784,30.996957253873948,15.354094892596336
2026,11.843111268570649,19.89244635539651,8.88832490115481
