year,ticker,asset_annual_return_pct,baseline_weight_pct,excluded_year_weight_pct,delta_weight_pct,status
2015,QQQ,2.8547509570989282,23.611460717565045,23.02179574068446,-0.5896649768805828,optimal
2015,SPMO,1.4608548866230198,15.927436273456589,17.274477732178443,1.3470414587218538,optimal
2015,AIA,-2.440911530764922,6.11715531061512,7.065305436578514,0.948150125963395,optimal
2015,GLD,-4.800743559993526,37.28453945167565,39.759143538411266,2.474604086735621,optimal
2015,XLE,-8.618374983293576,0.0,3.0652777927999466,3.0652777927999466,optimal
2015,144600,-10.564474365613673,0.0,0.0,0.0,optimal
2015,SCHD,3.0687667055382617,12.955582349345903,5.29829922117998,-7.657283128165923,optimal
2015,138920,-2.243464689816632,4.103825897341698,4.5157005381673745,0.41187464082567543,optimal
2016,QQQ,10.599216782019937,23.611460717565045,24.529296700484085,0.9178359829190408,optimal
2016,SPMO,11.126587617945827,15.927436273456589,19.90139534869432,3.973959075237729,optimal
2016,AIA,15.78680262955967,6.11715531061512,3.1134203560173033,-3.0037349545978165,optimal
2016,GLD,12.54812802924219,37.28453945167565,42.789758754052585,5.5052193023769345,optimal
2016,XLE,33.48630521320699,0.0,0.0,0.0,optimal
2016,144600,12.39143022582514,0.0,0.0,0.0,optimal
2016,SCHD,19.570663418561196,12.955582349345903,8.319612885964862,-4.635969463381041,optimal
2016,138920,14.039113949311544,4.103825897341698,1.346515954786849,-2.7573099425548495,optimal
2017,QQQ,17.186417841372915,23.611460717565045,23.156955800020913,-0.45450491754413236,optimal
2017,SPMO,12.99152996942734,15.927436273456589,17.77165888375922,1.8442226103026316,optimal
2017,AIA,27.967013473682066,6.11715531061512,0.0,-6.11715531061512,optimal
2017,GLD,-1.2006841993465467,37.28453945167565,40.69016622969501,3.405626778019366,optimal
2017,XLE,-12.090241663690948,0.0,3.6737085338880546,3.6737085338880546,optimal
2017,144600,0.901597114889241,0.0,0.0,0.0,optimal
2017,SCHD,7.092832102113511,12.955582349345903,6.1678777448416575,-6.787704604504246,optimal
2017,138920,-10.998337562341398,4.103825897341698,8.539632807795146,4.435806910453447,optimal
2018,QQQ,2.64762505302949,23.611460717565045,20.747829786788802,-2.8636309307762424,optimal
