year,ticker,asset_annual_return_pct,baseline_weight_pct,excluded_year_weight_pct,delta_weight_pct,status
2018,SPMO,2.4329554678931276,15.927436273456589,14.38206334724041,-1.5453729262161793,optimal
2018,AIA,-10.252280026356953,6.11715531061512,9.854563066699127,3.7374077560840067,optimal
2018,GLD,2.769936858222133,37.28453945167565,31.6257635513285,-5.6587759003471465,optimal
2018,XLE,-15.401552191617473,0.0,0.6899369013027838,0.6899369013027838,optimal
2018,144600,-11.182027061526655,0.0,0.0,0.0,optimal
2018,SCHD,-2.572827985810733,12.955582349345903,14.850142269710812,1.8945599203649077,optimal
2018,138920,-15.306724341329137,4.103825897341698,7.849701076929567,3.745875179587869,optimal
2019,QQQ,45.00182967874533,23.611460717565045,19.77708550283835,-3.834375214726693,optimal
2019,SPMO,31.632575020433084,15.927436273456589,23.645943233509687,7.718506960053098,optimal
2019,AIA,26.20977480426758,6.11715531061512,6.749576863490094,0.6324215528749739,optimal
2019,GLD,22.14055162834512,37.28453945167565,39.28900973670817,2.004470285032517,optimal
2019,XLE,15.791187410297812,0.0,3.932223820578652,3.932223820578652,optimal
2019,144600,13.452141419948283,0.0,0.0,0.0,optimal
2019,SCHD,32.77032442710323,12.955582349345903,1.3566540760732877,-11.598928273272616,optimal
2019,138920,-4.1671503192106885,4.103825897341698,5.249506766801765,1.1456808694600666,optimal
2020,QQQ,39.62372170400536,23.611460717565045,23.26899723564074,-0.3424634819243044,optimal
2020,SPMO,20.115095566633023,15.927436273456589,15.72932485365158,-0.19811141980500824,optimal
2020,AIA,26.228371205824995,6.11715531061512,2.7637913995659305,-3.353363911049189,optimal
2020,GLD,17.282481416888153,37.28453945167565,38.461676084989584,1.1771366333139355,optimal
2020,XLE,-35.72019552560556,0.0,16.245526074254652,16.245526074254652,optimal
2020,144600,38.63693944768176,0.0,0.0,0.0,optimal
2020,SCHD,7.900430187660157,12.955582349345903,3.5306843518975195,-9.424897997448383,optimal
2020,138920,29.00920542635661,4.103825897341698,0.0,-4.103825897341698,optimal
2021,QQQ,39.246953120979015,23.611460717565045,16.972311200245045,-6.639149517320001,optimal
2021,SPMO,33.41727692156764,15.927436273456589,22.852409570433725,6.9249732969771385,optimal
2021,AIA,-2.592054106370356,6.11715531061512,14.826611971880107,8.709456661264989,optimal
2021,GLD,3.517025946051855,37.28453945167565,43.251281444853575,5.966741993177926,optimal
2021,XLE,64.24727128287951,0.0,0.0,0.0,optimal
2021,144600,-15.57017543859649,0.0,0.0,0.0,optimal
2021,SCHD,41.304910098123294,12.955582349345903,0.0,-12.955582349345903,optimal
2021,138920,9.923950802741533,4.103825897341698,2.0973858125875475,-2.0064400847541513,optimal
2022,QQQ,-27.823402273623444,23.611460717565045,58.32945571782761,34.71799500026256,optimal
2022,SPMO,-3.9675799306057358,15.927436273456589,0.0,-15.927436273456589,optimal
2022,AIA,-17.35722501811906,6.11715531061512,1.2659628330817556,-4.851192477533364,optimal
2022,GLD,7.056048968396045,37.28453945167565,35.111734686192825,-2.172804765482822,optimal
2022,XLE,76.24174087325977,0.0,0.0,0.0,optimal
2022,144600,1.9480519480519431,0.0,0.0,0.0,optimal
2022,SCHD,4.625947657502261,12.955582349345903,5.043934851065266,-7.911647498280638,optimal
2022,138920,23.82131875640583,4.103825897341698,0.2489119118325464,-3.8549139855091523,optimal
2023,QQQ,57.92841709204151,23.611460717565045,0.0,-23.611460717565045,optimal
2023,SPMO,19.9171909321165,15.927436273456589,29.233812531618725,13.306376258162137,optimal
2023,AIA,4.542852425834143,6.11715531061512,11.568188851044042,5.451033540428921,optimal
2023,GLD,15.21537976406,37.28453945167565,33.52773115665535,-3.7568082950202975,optimal
2023,XLE,1.8327620748182838,0.0,0.0,0.0,optimal
2023,144600,-2.7600849256899873,0.0,0.0,0.0,optimal
2023,SCHD,6.162982523382032,12.955582349345903,21.05043360757745,8.094851258231545,optimal
2023,138920,-1.9245361109195058,4.103825897341698,4.619833853104442,0.5160079557627435,optimal
2024,QQQ,43.44666085866342,23.611460717565045,34.966180794073196,11.354720076508155,optimal
2024,SPMO,66.35805747183574,15.927436273456589,1.1156806130175456,-14.811755660439044,optimal
2024,AIA,37.49059765713496,6.11715531061512,2.916114102164453,-3.2010412084506665,optimal
2024,GLD,42.95638336817014,37.28453945167565,32.8871046513406,-4.3974348003350485,optimal
2024,XLE,18.250511540735694,0.0,0.48895863464026873,0.48895863464026873,optimal
2024,144600,16.441048034934468,0.0,0.0,0.0,optimal
2024,SCHD,26.28032569556289,12.955582349345903,14.476662964845824,1.5210806154999201,optimal
2024,138920,-25.826417217611464,4.103825897341698,13.149298239918107,9.045472342576408,optimal
2025,QQQ,17.621885567614903,23.611460717565045,31.90680427695593,8.295343559390886,optimal
2025,SPMO,23.734252677294254,15.927436273456589,6.2283980405916415,-9.699038232864947,optimal
2025,AIA,43.82784832807474,6.11715531061512,1.1709193471262864,-4.946235963488833,optimal
2025,GLD,61.48184716811122,37.28453945167565,29.256440821813396,-8.028098629862251,optimal
2025,XLE,7.061276840708586,0.0,0.0,0.0,optimal
2025,144600,136.35852240765044,0.0,0.0,0.0,optimal
2025,SCHD,2.720853373313492,12.955582349345903,27.335885271017684,14.380302921671781,optimal
2025,138920,4.494595107149646,4.103825897341698,4.101552242495045,-0.002273654846653844,optimal
2026,QQQ,11.548152492830766,23.611460717565045,22.511523880656846,-1.0999368369081997,optimal
2026,SPMO,17.86103586685337,15.927436273456589,24.996418947036105,9.068982673579518,optimal
2026,AIA,36.61486843268471,6.11715531061512,8.511150004148712,2.393994693533593,optimal
2026,GLD,-1.3698048789798745,37.28453945167565,41.39158837327237,4.107048921596723,optimal
2026,XLE,35.99043702453963,0.0,0.0,0.0,optimal
2026,144600,-10.789369297897633,0.0,0.0,0.0,optimal
2026,SCHD,23.539076644439017,12.955582349345903,0.0,-12.955582349345903,optimal
2026,138920,13.974591651542623,4.103825897341698,2.589318794885981,-1.5145071024557175,optimal
