portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct,expected_return_pct
optimized,1.0,5.551173408567762,0.16867828158430825,0.3744612365519224,-0.1017510188427111,1.1256359763047743,2.000927672754235,17.28570889036858,12.892159156168997,-18.405416424125377,16.867828158430818
provided,1.0,5.738447202080359,0.17669580693206688,0.4446034724862198,-0.1097796578190503,0.940379555086306,1.6089422295274545,17.64826440395528,16.284521085532567,-22.47805792229951,17.669580693206687
benchmark,1.0,4.286870872591638,0.14742839366169466,0.31223820741115316,-0.18175369365014948,0.8229623687158499,1.2990302373290816,14.499544329816594,15.05158660595619,-23.927171999585074,14.742839366169466
