portfolio,market_type,portfolio_return_pct,benchmark_return_pct,active_return_pct,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,3.1506539450383015,3.9186510927511367,-0.7679971477128354,72,23,49,72,31.944444444444443,2.0302540426373716,-2.0814619921629323,-0.7679971477128354
optimized,down,-1.4453705564418435,-3.414797615508982,1.9694270590671377,36,27,9,36,75.0,3.026058396879618,-1.2004669543703008,1.9694270590671377
provided,up,3.5092559036421935,3.9186510927511367,-0.409395189108943,72,28,44,72,38.88888888888889,1.3742155370433493,-1.5444201966604016,-0.409395189108943
provided,down,-2.215969760025911,-3.414797615508982,1.198827855483071,36,25,11,36,69.44444444444444,2.1399168235774053,-0.9400107083676884,1.198827855483071
