date,asset_133690,asset_402970,asset_069500,asset_EEM,asset_101280,asset_TLT,asset_385560,asset_132030,optimized,provided,benchmark
2021-11-30,0.06091326031929034,0.007658772239896416,-0.03594799014192229,-0.021646803079801713,0.003087015242137836,0.0482890294499958,0.06953548751960104,-0.0024824162184525767,0.012386408486137123,0.017632952584854502,0.011823585397409353
2021-12-31,0.01032328171692476,0.05881665107577172,0.06523272214386466,0.014001214987683364,0.018529204334166938,-0.02786156444195842,-0.01545450175455465,0.0016590626296142386,0.024007852337649672,0.009273680411839227,0.045500887318925765
2022-01-31,-0.12817844909220566,-0.029044726670347853,-0.08929162528963919,-0.020561218967317663,-0.03789500188845529,-0.01607167725452685,-0.05858945877987454,-0.001242236024844745,-0.03701106647179171,-0.03970342252842241,-0.03855484804181364
2022-02-28,-0.024365386936290645,-0.009895359417652405,0.009753142510979806,-0.016661545128543898,-0.010403035854488318,-0.026188748992676425,-0.023027254103674455,0.06227197346600333,0.013961892199455948,-0.0009264434703447656,-0.037649278465871516
2022-03-31,0.10111880807081208,0.0557151062607697,0.013048564657887729,-0.020168682020556106,-0.01130578512396696,-0.04109271934398517,-0.04520238885202388,0.009679181953009097,0.03723580372323272,0.0017248815672967755,0.05224114555690873
2022-04-30,-0.08333229313594548,0.004787812840043593,-0.028573966599549916,-0.016686874447304212,-0.025812491641032498,-0.05113940107520343,-0.09107083287001005,-0.007653652879783479,-0.019064497094142274,-0.037130024263386234,-0.044361769959520125
2022-05-31,-0.06394596729169222,0.0010829542993284758,-0.0019508031822477179,-0.018024291730264985,-0.007413509060955503,-0.046003689537834735,0.012371543919745598,-0.03529136802742283,-0.024493208082070922,-0.021980266049206953,-0.02180892244938626
2022-06-30,-0.048748199764332756,-0.04857204673301596,-0.12888250923861588,-0.01646539663096036,-0.046611341632088465,0.02380275425918077,-0.08901678222383347,-0.02091577162238556,-0.03821260840728882,-0.039137568416866844,-0.048492545700495215
2022-07-31,0.11934546566753323,0.03888573052870958,0.05129193983802538,0.0022662790267125033,0.07079646017699126,0.03022849157925034,0.12275320023877434,-0.029940613658858473,0.03189287570799709,0.040810696290989004,0.09839730982564698
2022-08-31,-0.005232669344481744,0.02177957754186277,-0.004802241045821387,0.022628513510168258,0.00047419048909369543,-0.010812650255127565,-0.12470647309890559,-0.02746365105008075,-0.0038165991207746415,-0.020679530355865443,-0.005911908167756219
