year,KAW Direct Proxy v2,KAW Core,benchmark
2021,0.026592189774097275,0.024006154400912694,0.05786252584831941
2022,-0.15353473093661274,-0.14660233142441859,-0.13336273527968112
2023,0.14614510055808871,0.16778387706516384,0.2793590948407225
2024,0.1637214036844823,0.21514880913318568,0.4341161491975265
2025,0.2114314388091636,0.2794469006290379,0.15354094892596315
2026,0.04501323624847231,0.09530542812560228,0.0888832490115481
