date,KAW Direct Proxy v2_annualized_return_pct,KAW Core_annualized_return_pct,benchmark_annualized_return_pct
2024-10-31,4.60511736265905,6.114057189644306,15.181477487851947
2024-11-30,4.579033938051857,6.0883959606463645,17.382921143142948
2024-12-31,4.127615347696989,6.589509622308531,16.718056889251585
2025-01-31,6.187661738500405,7.978628283569278,18.60569725127639
2025-02-28,6.524109197984851,8.90410158185395,19.848511379089896
2025-03-31,6.931674405932564,9.554190021780041,16.18531559015688
2025-04-30,8.463297119397485,9.929969663819316,16.315816668533234
2025-05-31,8.965220084171088,10.58361207630114,18.066423467768434
2025-06-30,10.795539596767089,12.206067223994289,21.40685454439506
2025-07-31,9.981320737607536,12.125756487265527,19.8114186654325
2025-08-31,11.812978903817006,12.745637750937666,20.65810574440161
2025-09-30,15.191538828887797,16.811365541008904,24.001992739573332
2025-10-31,16.79201934073593,19.45822852934338,22.610930283419496
2025-11-30,15.795005615789904,19.721577377088508,24.41767390226166
2025-12-31,17.344432288590127,21.99388697299087,28.391597044775008
2026-01-31,17.382683406356204,22.57801148819749,27.128584587412206
2026-02-28,19.111378342975204,24.405404027605226,25.074236866150446
2026-03-31,15.136014721927804,21.47335608467933,24.16254970465439
2026-04-30,16.241897361301948,21.963536039522392,25.485761395736017
2026-05-31,18.44146293389748,25.334317499399184,28.63162137260089
2026-06-30,17.727926535238268,25.021601058832754,26.965970589420895
2026-07-31,15.005534896784688,20.096650754279178,23.48384585489438
2026-08-31,15.94951343887181,20.93971095364793,22.71477293883595
