roll_period_years,KAW Direct Proxy v2_average_pct,KAW Direct Proxy v2_high_pct,KAW Direct Proxy v2_low_pct,KAW Core_average_pct,KAW Core_high_pct,KAW Core_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,11.806901015076436,29.567639162775716,-15.353473093661274,16.420379416179642,53.13701485088744,-14.660233142441859,20.745361858004316,44.70658755323662,-13.336273527968112
3,12.308390267127962,19.111378342975204,4.127615347696989,15.765981399509371,25.334317499399184,6.0883959606463645,21.880440700479785,28.63162137260089,15.181477487851947
5,,,,,,,,,
7,,,,,,,,,
