ticker,provided_contribution,optimized_contribution,unit
QQQ,0.8418765503019493,0.7423337111155052,monetary_initial_value_1
SPMO,0.9463824119237636,1.417781920284937,monetary_initial_value_1
AIA,0.6235826234887994,0.0,monetary_initial_value_1
GLD,0.5500241902520924,1.867699698111162,monetary_initial_value_1
XLE,0.6299737624648227,0.22181016304215861,monetary_initial_value_1
144600,0.22878164349630553,0.0,monetary_initial_value_1
SCHD,0.3164646959448855,0.09130145495827538,monetary_initial_value_1
