ticker,provided_risk_contribution_pct,optimized_risk_contribution_pct
QQQ,22.71733967460028,19.856668626883994
SPMO,22.255810656287572,34.0835769485031
AIA,13.662852245752092,0.0
GLD,4.902233892855079,39.07016486554893
XLE,22.687633786438038,4.872113050291847
144600,4.997357014706202,0.0
SCHD,8.776772729360722,2.1174765087721226
