kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.147227861347722,19.210167674598615,13.398109855805803,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.3435606891776521,19.423748984296253,11.599227598132662,16.502960296486336,28.059441356920235,0.0,47.77453625762981,4.954252140195901,0.0,2.7088099487677284
benchmark,Benchmark,0.9194006222708284,17.690017030654545,15.064743199568875,,,,,,,
