year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2017,0.2085063857216074,4.24618100396521,3.6759776935449073
2018,2.271737827741882,-2.7990306176279733,-0.3920975252912684
2019,28.85174666476802,29.18672532539428,35.931821435982194
2020,19.231655541400716,15.503428228498972,11.175543459301851
2021,21.309281547077653,26.73881410833161,40.98880797056379
2022,0.9340993703111256,2.181986976687833,-13.336253144735643
2023,22.4287049632391,18.780834904175702,27.93585428208234
2024,48.266055928370854,40.37652174940889,43.41166805294128
2025,38.79150154574149,30.815090578524806,15.354082673803182
2026,9.965061448467981,20.27922800536146,8.88832490115481
