kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.192101696056092,0.1339811216459832,1.1472278077804354,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.19287342507676628,0.11499993547209614,1.3432929058298684,0.15805231206644552,0.27048279591674845,0.0,0.47616332984102794,0.042722620804847504,0.0,0.052578202628148954
benchmark,Benchmark,0.17690016593731434,0.15064740017457276,0.9194007874719717,,,,,,,
