portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences
Growth 70/30,up,0.040649590442410934,0.04199067948846953,-0.0013410890460585992,47
Growth 70/30,down,-0.028584535153597615,-0.04143750317649955,0.012852968022901931,25
Balanced 50/50,up,0.035201635967630276,0.04199067948846953,-0.006789043520839256,47
Balanced 50/50,down,-0.0194737766677965,-0.04143750317649955,0.02196372650870305,25
