year,ticker,return
2020,QQQ,0.48406080271681606
2021,QQQ,0.27419745703655307
2022,QQQ,-0.3257701524101042
2023,QQQ,0.5485560427649636
2024,QQQ,0.2557826472739033
2025,QQQ,0.21779127988125668
2020,GLD,0.24814561391482015
2021,GLD,-0.04148908875959545
2022,GLD,-0.007721146890384167
2023,GLD,0.12691581500094418
2024,GLD,0.2665690600092574
2025,GLD,0.64742083428072
