portfolio,3m_pct,1y_pct,3y_pct,5y_pct,10y_pct,ytd_pct,full_period_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
Growth 70/30,5.964107221494541,34.13890885130642,33.798518360034954,16.542903341647342,,34.13890885130642,20.404513595316608,11.379455768868885,14.616048252078468
Balanced 50/50,7.742674147673956,42.64721057459737,33.84699417219166,17.10250304622074,,42.64721057459737,20.214466969287148,10.071215666034169,12.645798724817386
benchmark,3.43151709449081,18.597741208262807,23.175009244389333,14.505275953911312,,18.597741208262807,15.134298751013219,11.9250537796888,15.129157977372081
