year,Growth 70/30_return_pct,Balanced 50/50_return_pct,benchmark_return_pct
2020,41.71879139464656,37.05961891455822,18.331626017004375
2021,17.47099216142982,11.060612344301024,28.728769487345286
2022,-23.590982368222136,-17.311529414085534,-18.17536812386573
2023,41.30822211473326,32.70398811704689,26.175805052516267
2024,26.366428480802284,26.671411355440288,24.88644655500756
2025,34.13890885130642,42.64721057459737,18.597741208262807
