date,Growth 70/30_annualized_return_pct,Balanced 50/50_annualized_return_pct,benchmark_annualized_return_pct
2022-12-31,8.351326097008949,7.970434137043236,7.618475778530387
2023-01-31,10.305739298020967,9.486229663404,9.84351469223368
2023-02-28,11.285354437417116,9.668337573410902,11.950894190784012
2023-03-31,16.57880364271267,14.209687399026016,18.469728941608565
2023-04-30,12.266355825909514,10.517418196745364,14.444739030386655
2023-05-31,12.166489209607857,10.049244224555132,12.855949720358595
2023-06-30,11.639655012320226,9.175031997212013,14.569492473965218
2023-07-31,9.898929787090637,7.1372411701384975,13.618183129292749
2023-08-31,6.749289382818424,4.818407723552665,10.486359965539815
2023-09-30,6.86653175388352,4.838549916862456,10.102763895461475
2023-10-31,7.968187184242104,6.393576591669703,10.224021631625856
2023-11-30,8.674012593675883,7.676082929138106,9.643295588731648
2023-12-31,8.246591092816802,6.814365714922288,9.945785765767567
2024-01-31,8.836454068600075,7.41789898469869,10.904403803844943
2024-02-29,10.943976978202397,9.615937066275437,11.774501731634835
2024-03-31,11.901563016322525,11.296934914515688,11.320127670229297
2024-04-30,9.224784984679225,9.339795426738885,7.932461536236368
2024-05-31,10.406612329199927,9.567657377061334,9.483242565459694
2024-06-30,11.210474087457456,10.876464617044256,9.940097274631587
2024-07-31,10.36494960310832,10.56942616833998,9.498181383472048
2024-08-31,9.81548577495599,10.39837212280501,9.27108028575705
2024-09-30,12.925576419200556,13.509866413372041,11.7953045607752
2024-10-31,11.023450562684634,12.431670513957794,8.97058067297154
2024-11-30,11.611904207922642,12.60266740790643,11.394130100681421
2024-12-31,10.912693749054124,11.601281394998232,8.840823168635481
2025-01-31,14.803962103170655,15.28058759650861,11.80782740037949
2025-02-28,14.784852103531488,14.796885217778488,12.450139684745864
2025-03-31,12.477540841450141,14.033719073024887,8.972872780770857
2025-04-30,17.561087594959158,18.4940506026517,12.035636892311219
2025-05-31,20.86800867056113,21.256718524358,14.249184515143654
2025-06-30,25.561934816359067,24.832192927772347,19.554413307232622
2025-07-31,22.992017156017596,23.194984060455347,16.979416266226323
2025-08-31,25.77799728919865,26.12391915279939,19.42092712126282
2025-09-30,32.50834980466344,32.66458972408355,24.7928783197233
2025-10-31,33.430232697924446,33.990443008287926,22.542868999558507
2025-11-30,30.912873765759528,31.820938579725635,20.430942621588557
2025-12-31,33.798518360034954,33.84699417219166,23.175009244389333
