metric,optimized,provided
alpha,0.05200991673351627,0.03515787938162165
beta,0.7521739917202752,0.9525420084838279
calmar_ratio,4.519101698732208,4.093571954649511
excess_kurtosis,0.1628773672698478,0.8335594631026932
historical_var_95,0.05633830125332665,0.0697145162984008
modigliani_modigliani,0.1929855693046944,0.16510155564442494
r_squared,0.7711697644883831,0.7751450228926681
skewness,-0.1312459817834678,-0.12683916819534663
treynor_ratio,0.19293243183789846,0.16076593002954628
