metric,optimized,provided,benchmark
alpha,0.07465702403711462,0.04474910448447525,2.0816681711721685e-17
beta,0.5881165877415356,0.7876792001486631,0.9999999999999999
calmar_ratio,2.980381286286308,3.3004407891491163,2.602773991894038
excess_kurtosis,1.5973405390577118,1.772266703726141,0.4807546580890243
historical_var_95,0.029864781148668654,0.05310612588188475,0.055371601897453694
modigliani_modigliani,0.24079879514117808,0.21122175881214722,0.17690017030654542
r_squared,0.583434602778416,0.7843956053474561,1.0
skewness,-0.40566503987977764,-0.4872511637373863,-0.5554178720404868
treynor_ratio,0.2649860002337583,0.1951388955437306,0.13850534272033857
