portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return,below_active_return,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,0.03150653923333695,0.039186520387760944,-0.007679981154423994,72,23,49,72,31.944444444444443,0.020302489717987312,-0.02081461033943339,2.030248971798731,-2.081461033943339,-0.7679981154423994
optimized,down,-0.014453706005933256,-0.03414799819888552,0.019694292192952264,36,27,9,36,75.0,0.03026057245338181,-0.01200454858833636,3.026057245338181,-1.2004548588336361,1.9694292192952263
provided,up,0.035092557699084745,0.039186520387760944,-0.004093962688676194,72,28,44,72,38.88888888888889,0.013742107093211086,-0.015444188913513552,1.3742107093211087,-1.5444188913513552,-0.4093962688676194
provided,down,-0.022159696211672963,-0.03414799819888552,0.01198830198721256,36,25,11,36,69.44444444444444,0.02139917123165272,-0.009400037204696897,2.139917123165272,-0.9400037204696896,1.198830198721256
