year,optimized,provided,benchmark
2017,0.002085063857216074,0.042461810039652104,0.03675977693544907
2018,0.02271737827741882,-0.027990306176279733,-0.003920975252912684
2019,0.2885174666476802,0.2918672532539428,0.3593182143598219
2020,0.19231655541400716,0.15503428228498972,0.11175543459301851
2021,0.21309281547077652,0.2673881410833161,0.4098880797056379
2022,0.009340993703111256,0.02181986976687833,-0.13336253144735644
2023,0.224287049632391,0.18780834904175703,0.2793585428208234
2024,0.48266055928370855,0.4037652174940889,0.43411668052941277
2025,0.3879150154574149,0.30815090578524806,0.15354082673803182
2026,0.09965061448467982,0.2027922800536146,0.0888832490115481
