series,411060,476760,385560,379810,283580,152100,458730,453810,241180
411060,1.0,0.06515206539626293,-0.07535872129409989,0.005240029048776681,0.17124754729492794,0.10864336046524349,0.04421458779806157,-0.0847241101154032,0.07566027396439425
476760,0.06515206539626293,1.0,0.11847666890389752,0.2469563156339612,0.3150716510287429,0.18152191751086022,0.489185602766982,0.3100020500524903,0.3450534828659393
385560,-0.07535872129409989,0.11847666890389752,1.0,-0.12193032999329272,-0.11507559964236182,-0.057342081629777206,0.016298515081876266,0.07684922571175043,-0.07024931500176203
379810,0.005240029048776681,0.2469563156339612,-0.12193032999329272,1.0,0.3989325331924423,0.5937977945632291,0.12229504261189093,0.293974782654621,0.6769695395779052
283580,0.17124754729492794,0.3150716510287429,-0.11507559964236182,0.3989325331924423,1.0,0.23246455073619535,0.21563482296741032,0.256988482223388,0.3577976645615559
152100,0.10864336046524349,0.18152191751086022,-0.057342081629777206,0.5937977945632291,0.23246455073619535,1.0,0.16050357128167597,0.2892590722483862,0.855539272873775
458730,0.04421458779806157,0.489185602766982,0.016298515081876266,0.12229504261189093,0.21563482296741032,0.16050357128167597,1.0,-0.07469437354555208,0.20957774220451475
453810,-0.0847241101154032,0.3100020500524903,0.07684922571175043,0.293974782654621,0.256988482223388,0.2892590722483862,-0.07469437354555208,1.0,0.4318554079693554
241180,0.07566027396439425,0.3450534828659393,-0.07024931500176203,0.6769695395779052,0.3577976645615559,0.855539272873775,0.20957774220451475,0.4318554079693554,1.0
