portfolio,ticker,name,target_weight,target_weight_pct
Coverage Probe,411060,ACE KRX금현물,1.0,100.0
Coverage Probe,476760,ACE 미국30년국채액티브,0.0,0.0
Coverage Probe,385560,RISE KIS국고채30년Enhanced,0.0,0.0
Coverage Probe,379810,KODEX 미국나스닥100,0.0,0.0
Coverage Probe,283580,KODEX 차이나CSI300,0.0,0.0
Coverage Probe,152100,PLUS 200,0.0,0.0
Coverage Probe,458730,TIGER 미국배당다우존스,0.0,0.0
Coverage Probe,453810,KODEX 인도Nifty50,0.0,0.0
Coverage Probe,241180,TIGER 일본니케이225,0.0,0.0
