roll_period_years,Sample Portfolio_average_pct,Sample Portfolio_high_pct,Sample Portfolio_low_pct,Portfolio 2_average_pct,Portfolio 2_high_pct,Portfolio 2_low_pct,Portfolio 3_average_pct,Portfolio 3_high_pct,Portfolio 3_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,12.906822248589586,33.46272403746753,-17.306553859031638,22.66476530284997,66.71371619363067,-16.61568272631119,21.967601056679285,64.18790897047761,-15.403802595931115,17.750826151487704,56.23113076007571,-18.17536688271668
3,10.3036464636938,21.698064207630875,2.556470228807428,16.828203119336955,36.41904378682839,5.722042698836649,16.758557760080343,32.61781846658269,9.216775349172357,14.387341594326783,24.79288589650408,7.618467577845811
5,10.854850664478539,12.665611705595348,9.457643680924654,17.646959358450047,20.455848489240715,13.497498954774967,17.215151699993175,19.700033896634395,14.17081295667515,14.906965949138884,18.475140887994513,11.93062248222403
7,,,,,,,,,,,,
