portfolio,3m_pct,1y_pct,3y_pct,5y_pct,10y_pct,ytd_pct,full_period_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
Sample Portfolio,0.12819889665864892,18.56738373818876,18.975148421560874,10.200807407611268,,7.902799988057829,12.227882710125382,10.41784392444723,12.566079434079002
Portfolio 2,0.7446600550962579,46.50925120995064,33.084559710913155,20.135732184502775,,19.884098237786006,20.59858785169959,14.265547450591928,16.352577659458277
Portfolio 3,-2.3898920124685197,44.98414105844964,27.768602284687272,18.1637000669167,,20.34070766895293,19.95112004921784,14.482711854016186,15.965210988188003
benchmark,1.658483197328664,20.230859454226113,20.917490882871004,12.692138263113574,,13.081637433046666,15.507078826076759,12.939411223748412,15.869540713673997
