date,Sample Portfolio_balance,Portfolio 2_balance,Portfolio 3_balance,benchmark_balance
2020-01-01,10000.0,10000.0,10000.0,10000.0
2020-01-31,10241.39220022416,9881.404718602613,9939.14090201981,9995.959861158195
2020-02-29,9896.016589191491,9262.431049303039,9282.903524698748,9204.622110231921
2020-03-31,9348.205523874669,8162.804913314693,8155.386680592266,8055.2291348517
2020-04-30,10142.16828564743,9341.326516431272,9168.869739575926,9078.111882096184
2020-05-31,10415.638866956066,9837.790482120292,9742.447898388273,9510.637662686062
2020-06-30,10587.438237679686,10341.524078708284,10174.46443742665,9679.304097526705
2020-07-31,11290.326165281285,11417.547543690682,11052.603284969191,10249.342307212615
2020-08-31,11582.689650579914,12118.501700819577,11956.371934350687,10964.707972544114
2020-09-30,11247.140980028867,11318.217415903537,11267.893655572165,10554.151227056947
2020-10-31,10993.919439941053,11201.60926649491,11087.157263408171,10290.999217665185
2020-11-30,11571.348027321123,11911.850424602124,12066.64140555114,11410.421415398774
2020-12-31,11959.230356244385,12740.513377320704,12979.156441438652,11833.156828640798
2021-01-31,11722.108948549847,12892.633274719334,13018.426550522472,11712.572622899952
2021-02-28,11642.624392594873,13146.73287230774,13305.265612957252,12038.247965289756
2021-03-31,11835.255403411045,13201.311231942238,13390.158859321285,12584.775562693872
2021-04-30,12366.838182658756,13713.821842159059,13773.768522653978,13250.638085007477
2021-05-31,12590.22535681856,14176.730549198208,14144.631552013045,13337.648778580942
2021-06-30,12693.888536262502,14109.407484101295,14389.552165503714,13636.777163354445
2021-07-31,13033.846034970671,13878.461163304411,14328.360935614399,13969.681899397841
2021-08-31,13276.428114695229,13929.017535262827,14597.382084080322,14385.420923904028
2021-09-30,12730.312487222023,13405.113091055462,14220.817606937706,13714.979438876311
2021-10-31,13400.939006374914,14286.81081353388,14928.587224106343,14677.27206579976
2021-11-30,13376.804734039652,14019.099804597721,14730.921021606817,14559.341411599966
2021-12-31,13811.437379022384,14299.758824793847,15047.439827736262,15232.680895292275
2022-01-31,13219.891996297596,14073.17009372474,14574.783708741794,14429.28930067423
2022-02-28,13111.105944687068,14203.054868709742,14568.10898844996,14003.380235628307
2022-03-31,13292.007971127823,14619.028516511216,15003.597748752583,14529.772671456516
2022-04-30,12305.165110343334,13452.387922589422,13814.989058448034,13254.507630963068
2022-05-31,12177.827838974275,13519.08609798944,13929.17522086901,13284.42587848315
2022-06-30,11510.727823403566,12307.405590115679,12647.91045805641,12188.985503869493
2022-07-31,12103.373501502028,12779.717324058882,13561.303706747558,13311.438845934961
2022-08-31,11629.223557220106,12301.516934783667,13075.789918917362,12768.307503247244
2022-09-30,10739.022157019916,11352.19224287556,12030.27093523761,11587.929554707838
2022-10-31,11091.328840179804,11912.959657048772,12839.878936199,12529.74583428295
2022-11-30,11808.873861494278,13176.136073067772,13805.962503427314,13226.292191703551
2022-12-31,11421.153530315445,12875.982372998229,13301.800787366166,12464.08525649941
2023-01-31,12158.254213162214,13994.238845616504,14237.65663353217,13247.919000833306
2023-02-28,11726.185798790533,13132.042847240686,13661.896282887014,12914.827028695283
2023-03-31,12283.649712167131,14057.658131254208,14636.584881763838,13393.683340699687
2023-04-30,12430.860353285057,14128.524334242009,14811.107632774014,13607.64634763231
2023-05-31,12357.793098986065,14059.443429199526,15155.790530210688,13670.460936777545
2023-06-30,12795.473829476787,14529.345846266748,15755.18200628043,14556.306106465978
2023-07-31,13051.514160628607,15258.917351599595,16448.634502031728,15032.780359266535
2023-08-31,12812.573356922561,14787.62629132534,16122.149800574027,14788.471582397766
2023-09-30,12131.970170559041,14090.907490636606,15469.235728213975,14086.983232279585
2023-10-31,12020.48972597769,13987.674074608383,15215.334800129333,13781.17467973006
2023-11-30,12970.32417411493,15134.417613643825,16486.493156725228,15040.000391115398
2023-12-31,13568.03037906653,15544.96392205698,17114.300134956808,15726.6575621382
2024-01-31,13598.151140048098,15234.852950460554,17038.829549640468,15977.127446720671
2024-02-29,13982.225073967913,15673.209359068696,17678.139526357954,16810.923062504302
2024-03-31,14520.034660754298,16713.03808252937,18413.483653670966,17360.673201137026
2024-04-30,14076.297469216557,16656.880215804245,18017.279792042373,16660.69730258321
2024-05-31,14631.773919996507,17545.979378004005,18811.194342904546,17503.38975346312
2024-06-30,14993.017602185062,17867.52037146578,19362.308732281,18120.913117147076
2024-07-31,15363.36834563116,18189.94610424729,19487.240359296255,18340.343418042765
2024-08-31,15708.503439808346,18397.86004623434,19584.610310495907,18768.87066781187
2024-09-30,16133.829023406048,19044.02116691757,19990.161713987865,19163.104586649806
2024-10-31,16042.873030933742,19228.698607116254,19834.974360813794,18992.10186142845
2024-11-30,16568.64690203661,19403.768324178247,20162.31740307693,20124.66595260369
2024-12-31,16098.824824583047,18833.51825420051,19603.36673000506,19640.46300989721
2025-01-31,16592.57420763014,19799.13599996219,20235.637797317282,20167.936214071615
2025-02-28,16713.625919957478,19997.972271712115,20056.7548616891,19911.907497879823
2025-03-31,16457.494090362987,20237.676686101393,20040.84017241374,18802.433777973994
2025-04-30,16539.193620621285,20045.432469810326,20115.406352379807,18639.41147118578
2025-05-31,17006.029711856318,21012.25053433595,21104.511511016655,19810.806247985274
