point,ex_ante_sharpe,ex_post_sharpe,expected_return_pct,volatility_pct,maximum_drawdown_pct,mdd_depth_pct,tuw_pct,pain_area_pct_months,pain_index_pct,max_underwater_months,observations,delta_sharpe,delta_mdd_depth_pct,delta_tuw_pct,delta_pain_index_pct,mdd_cost_per_0_10_sharpe,tuw_cost_per_0_10_sharpe,pain_cost_per_0_10_sharpe,segment
60,1.3016287333710723,1.3016287333710719,20.400126383007837,12.72301632547473,-12.840521619236645,12.840521619236645,45.370370370370374,186.51214465182457,1.726964302331709,8,108,-0.005060521664491002,0.11495015466342906,0.0,0.016399964645321896,,,,post_max_sharpe
61,1.296329574142556,1.2963295741425565,20.459362288656298,12.820720796274864,-12.95547177390004,12.95547177390004,44.44444444444444,188.29101884869283,1.7434353597101189,8,108,-0.0052991592285154265,0.11495015466339531,-0.9259259259259309,0.016471057378409926,,,,post_max_sharpe
62,1.2908080230604542,1.2908080230604544,20.51859819430476,12.921453181038151,-13.070421928563436,13.070421928563436,45.370370370370374,190.19271431636713,1.7610436510774734,8,108,-0.005521551082102061,0.11495015466339531,0.9259259259259309,0.017608291367354534,,,,post_max_sharpe
63,1.2850800215303608,1.2850800215303608,20.577834099953225,13.025143229134764,-13.185372083226865,13.185372083226865,45.370370370370374,192.12077515806777,1.7788960662784052,8,108,-0.005728001530093563,0.11495015466342906,0.0,0.017852415200931837,,,,post_max_sharpe
64,1.2791611550896125,1.2791611550896127,20.63707000560169,13.13172087828467,-13.300322237890283,13.300322237890283,46.2962962962963,194.27084634141508,1.7988041327908804,8,108,-0.005918866440748127,0.1149501546634184,0.9259259259259238,0.01990806651247512,,,,post_max_sharpe
65,1.273066608665795,1.273066608665795,20.69630591125015,13.241116401832132,-13.415272392553689,13.415272392553689,46.2962962962963,196.53076736413698,1.8197293274457127,8,108,-0.006094546423817793,0.11495015466340597,0.0,0.020925194654832335,,,,post_max_sharpe
66,1.2668111284229304,1.26681112842293,20.755541816898614,13.353260544321984,-13.530222547217097,13.530222547217097,46.2962962962963,198.79062362761985,1.8406539224779617,8,108,-0.00625548024286493,0.11495015466340774,0.0,0.02092459503224897,,,,post_max_sharpe
67,1.2604089899007855,1.2604089899007855,20.81477772254708,13.468084645494809,-13.645172701880526,13.645172701880526,47.22222222222222,201.05223640930276,1.8615947815676182,8,108,-0.0064021385221444405,0.11495015466342906,0.9259259259259238,0.020940859089656483,,,,post_max_sharpe
68,1.253873972105235,1.253873972105235,20.87401362819554,13.58552075291438,-13.760122856543934,13.760122856543934,47.22222222222222,203.39071208693426,1.8832473341382803,8,108,-0.006535017795550546,0.11495015466340774,0.0,0.02165255257066212,,,,post_max_sharpe
69,1.2472193371720317,1.2472193371720315,20.93324953384401,13.70550172352366,-13.87507301120734,13.87507301120734,47.22222222222222,205.72911720631586,1.9048992333918136,8,108,-0.006654634933203507,0.11495015466340597,0.0,0.02165189925353328,,,,post_max_sharpe
70,1.2404578152017731,1.240457815201773,20.992485439492476,13.82796131449393,-13.990023165870758,13.990023165870758,48.148148148148145,208.6451835411911,1.9318998476036213,9,108,-0.006761521970258588,0.1149501546634184,0.9259259259259238,0.027000614211807772,,,,post_max_sharpe
71,1.233601593848958,1.2336015938489586,21.05172134514093,13.95283426378882,-14.104973320534164,14.104973320534164,48.148148148148145,212.28092690871893,1.9655641380436937,9,108,-0.0068562213528142735,0.11495015466340597,0.0,0.03366429044007235,,,,post_max_sharpe
72,1.22666231224191,1.2266623122419107,21.1109572507894,14.080056360908724,-14.219923475197582,14.219923475197582,48.148148148148145,215.91365582941665,1.999200516939043,9,108,-0.006939281607047931,0.1149501546634184,0.0,0.03363637889534932,,,,post_max_sharpe
73,1.219651058811546,1.219651058811546,21.170193156437865,14.20956450831485,-14.33487362986099,14.33487362986099,48.148148148148145,219.6109839058079,2.033435036164888,9,108,-0.007011253430364794,0.11495015466340774,0.0,0.03423451922584486,,,,post_max_sharpe
74,1.2125783726144617,1.212578372614461,21.22942906208633,14.34129677405582,-14.449823784524407,14.449823784524407,48.148148148148145,223.38830548781036,2.068410235998244,9,108,-0.007072686197084899,0.11495015466341663,0.0,0.034975199833356285,,,,post_max_sharpe
75,1.2054542477484484,1.2054542477484487,21.288664967734796,14.475192436134131,-14.564773939187814,14.564773939187814,48.148148148148145,227.16263039867215,2.103357688876594,9,108,-0.007124124866012327,0.11495015466340774,0.0,0.03494745287834977,,,,post_max_sharpe
76,1.198288140475268,1.1982881404752679,21.347900873383253,14.611192019156874,-14.67972409385122,14.67972409385122,48.148148148148145,230.9339559281569,2.1382773697051567,9,108,-0.0071661072731807884,0.11495015466340597,0.0,0.03491968082856278,,,,post_max_sharpe
77,1.191088978685367,1.1910889786853667,21.40713677903172,14.749237323815109,-14.794674248514639,14.794674248514639,48.148148148148145,234.70227938116653,2.17316925352932,9,108,-0.0071991617899012095,0.1149501546634184,0.0,0.034891883824163195,,,,post_max_sharpe
78,1.183865173361367,1.183865173361367,21.46637268468018,14.889271449730366,-14.909624403178046,14.909624403178046,48.148148148148145,238.46759807771446,2.208033315534393,9,108,-0.007223805323999688,0.11495015466340774,0.0,0.034864062005073304,,,,post_max_sharpe
79,1.176620893674392,1.1766208936743923,21.52560859032865,15.031286565443455,-15.006075124363093,15.006075124363093,48.148148148148145,242.07948806050385,2.2414767413009615,9,108,-0.0072442796869747195,0.09645072118504672,0.0,0.033443425766568335,,,,post_max_sharpe
80,1.1693529233315596,1.1693529233315598,21.58484449597711,15.175368687494938,-15.094231873961172,15.094231873961172,48.148148148148145,245.52678119491475,2.2733961221751366,9,108,-0.007267970342832442,0.08815674959807929,0.0,0.03191938087417512,,,,post_max_sharpe
81,1.1620685808471811,1.1620685808471811,21.64408040162557,15.321468918835086,-15.182388623559252,15.182388623559252,49.074074074074076,249.27750116175642,2.3081250107570037,15,108,-0.007284342484378703,0.08815674959807929,0.9259259259259309,0.03472888858186707,,,,post_max_sharpe
82,1.15477544929254,1.1547754492925397,21.70331630727404,15.469530080153175,-15.270545373157319,15.270545373157319,49.074074074074076,253.41342906560098,2.3464206394963054,15,108,-0.007293131554641397,0.08815674959806685,0.0,0.0382956287393017,,,,post_max_sharpe
83,1.1474806221129006,1.1474806221129008,21.762552212922497,15.619496407093452,-15.358702122755385,15.358702122755385,49.074074074074076,257.5488709980922,2.3847117685008534,15,108,-0.007294827179638919,0.08815674959806685,0.0,0.03829112900454801,,,,post_max_sharpe
84,1.1401907203493118,1.1401907203493116,21.821788118570964,15.771313552210955,-15.446858872353463,15.446858872353463,50.92592592592593,261.75720096881616,2.4236777867482977,15,108,-0.007289901763589235,0.08815674959807751,1.8518518518518547,0.03896601824744428,,,,post_max_sharpe
