year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2017,0.2085092775750974,4.2461938524446685,3.6759562318485317
2018,2.271727700200743,-2.7990463698499,-0.39211143229422873
2019,28.851748112590414,29.186732464439856,35.93186340749583
2020,19.231677704329098,15.503439793001238,11.175531894814771
2021,21.309273381403425,26.73879765596139,40.98879834280016
2022,0.9340899341021336,2.181998272626151,-13.33626169188057
2023,22.42874225729119,18.780844136938015,27.935901022071775
2024,48.2660404480129,40.376507821114,43.41165478688911
2025,38.791528246982395,30.81510114682109,15.354070455012625
2026,9.965050591645852,20.279225189747674,8.88832490115481
