kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472276613231864,19.21016967413627,13.398113934759365,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.3435604869378197,19.423752381344393,11.599231872502179,16.503028488814348,28.059396174124196,0.0,47.77455861938481,4.954269458768926,0.0,2.7087472589077364
benchmark,Benchmark,0.9194005443051646,17.690015401823306,15.064742705444159,,,,,,,
