ticker,provided_contribution,optimized_contribution,unit
SPY,0.9952348050898252,2.1124440398976163,monetary_initial_value_1
QQQ,1.9198226705885564,4.536459405609813,monetary_initial_value_1
TLT,-0.02899795981599154,0.0,monetary_initial_value_1
GLD,0.37704910148100124,1.2945904564781765,monetary_initial_value_1
CPER,0.2974375221941022,0.0,monetary_initial_value_1
MCHI,0.14307306982372442,0.0,monetary_initial_value_1
EWY,0.6761042375132731,0.0,monetary_initial_value_1
