ticker,provided_risk_contribution_pct,optimized_risk_contribution_pct
SPY,19.152064795622515,28.78045588960818
QQQ,36.319622341973414,62.743505422279455
TLT,2.4354142216329966,0.0
GLD,4.910156591558902,8.47603868811237
CPER,9.341986960418238,0.0
MCHI,10.656337076814303,0.0
EWY,17.18441801197962,0.0
