year,optimized,provided,benchmark
2017,0.002085004001586288,0.0424617445524158,0.03675986252178909
2018,0.022717416413180258,-0.027990336388505455,-0.00392098146507569
2019,0.28851741180429435,0.2918673693323004,0.3593183999056271
2020,0.19231654010312083,0.15503433402842615,0.11175553232250834
2021,0.21309255086334256,0.2673880020342463,0.4098881483238972
2022,0.009341271741266866,0.02182001707423198,-0.13336264980823576
2023,0.22428697844852907,0.1878083382185769,0.279358796680794
2024,0.4826608367379317,0.4037651717306241,0.43411639596122176
2025,0.38791536939547666,0.30815092251869336,0.1535408267380316
2026,0.09965057655693776,0.20279228926854476,0.0888832490115481
