year,TO-BE Direct_return_pct,KAW Direct Proxy_return_pct,benchmark_return_pct
2022,-4.255248393641353,-6.601919637805064,-4.7758416503101415
2023,27.844869576375864,15.536548653173732,27.935871206080364
2024,50.00419867992096,18.548220117831903,43.41164908172735
2025,35.23241271749637,20.676466119987058,15.354082673803159
2026,27.15281047622049,4.095922800328822,8.88832490115481
