roll_period_years,TO-BE Direct_average_pct,TO-BE Direct_high_pct,TO-BE Direct_low_pct,KAW Direct Proxy_average_pct,KAW Direct Proxy_high_pct,KAW Direct Proxy_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,37.77969423931161,88.37731978760226,8.568837309544563,16.076318618504676,31.996211167290078,0.9544204976449588,24.541460393287892,44.706582602331466,4.295068770809185
3,36.46639932888661,47.591621715442756,22.82512907346115,15.723234875657754,19.810943140567282,9.496588075249846,23.938270436587906,28.63162463517479,18.066422416536774
5,,,,,,,,,
7,,,,,,,,,
