portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
TO-BE Direct,1,2026-07-31,2026-07-31,,2,-12.273108781972898
TO-BE Direct,2,2025-02-28,2025-04-30,2025-06-30,5,-6.30572923810131
TO-BE Direct,3,2022-11-30,2022-12-31,2023-03-31,5,-5.712667687708251
TO-BE Direct,4,2022-09-30,2022-09-30,2022-10-31,2,-4.086175077836995
TO-BE Direct,5,2026-03-31,2026-03-31,2026-04-30,2,-4.0646701920327155
TO-BE Direct,6,2023-09-30,2023-10-31,2023-11-30,3,-3.4657953033251476
TO-BE Direct,7,2024-07-31,2024-08-31,2024-10-31,4,-2.750031452933832
KAW Direct Proxy,1,2026-06-30,2026-07-31,,3,-8.398030062239359
KAW Direct Proxy,2,2022-08-31,2022-12-31,2023-04-30,9,-7.866096650930954
KAW Direct Proxy,3,2023-05-31,2023-10-31,2023-12-31,8,-6.182488766664207
KAW Direct Proxy,4,2026-03-31,2026-03-31,2026-05-31,3,-6.006557831039538
KAW Direct Proxy,5,2025-04-30,2025-05-31,2025-06-30,3,-1.4265943715587426
KAW Direct Proxy,6,2024-08-31,2024-08-31,2024-09-30,2,-0.6388588189455868
KAW Direct Proxy,7,2024-01-31,2024-01-31,2024-02-29,2,-0.28484925021270424
benchmark,1,2022-11-30,2022-12-31,2023-04-30,6,-11.816842671376316
benchmark,2,2025-02-28,2025-04-30,2025-07-31,6,-8.727139970499865
benchmark,3,2026-07-31,2026-07-31,,2,-8.234183406494822
benchmark,4,2023-09-30,2023-10-31,2023-12-31,4,-5.163039286872484
benchmark,5,2022-08-31,2022-09-30,2022-10-31,3,-3.87233122516073
benchmark,6,2025-12-31,2026-03-31,2026-04-30,5,-1.5483721436609588
benchmark,7,2024-04-30,2024-04-30,2024-05-31,2,-1.4966151842814357
benchmark,8,2023-05-31,2023-05-31,2023-06-30,2,-0.8622364252217185
benchmark,9,2024-07-31,2024-08-31,2024-09-30,3,-0.46211123581548774
benchmark,10,2023-07-31,2023-07-31,2023-08-31,2,-0.2500989304618506
