kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD,weight_138920
provided,Provided Portfolio,0.1707755128957763,0.11983686503960042,1.1046741356745595,0.2,0.2,0.15,0.15,0.15,0.05,0.05,0.05
optimized,Optimized Portfolio,0.1703802693502586,0.10494253539392841,1.2576925197071986,0.23611387210247556,0.1592750256347946,0.061171547872213274,0.3728453154993221,0.0,0.0,0.12955596886171958,0.0410382700294748
benchmark,Benchmark,0.16577787554973572,0.14201424236510943,0.8969737530693244,,,,,,,,
