date,Sample Portfolio_balance,Portfolio 2_balance,Portfolio 3_balance,benchmark_balance
2020-01-01,10000.0,10000.0,10000.0,10000.0
2020-01-31,10241.39352022335,9881.40334478841,9939.138844685622,9995.962979660117
2020-02-29,9896.01766224557,9262.430644050719,9282.902610315656,9204.62481715866
2020-03-31,9348.207449980748,8162.804292331636,8155.385467643797,8055.232804280138
2020-04-30,10142.16876812072,9341.32632324094,9168.869283298754,9078.114523224884
2020-05-31,10415.642385950656,9837.788851414909,9742.44498455784,9510.642609173783
2020-06-30,10587.442230896713,10341.523476513543,10174.463934317202,9679.311212140065
2020-07-31,11290.327215781419,11417.546971792994,11052.601981801006,10249.344517297819
2020-08-31,11582.694044920483,12118.50187527063,11956.37113027461,10964.715755696714
2020-09-30,11247.144897681306,11318.216661563463,11267.892243752369,10554.157756477698
2020-10-31,10993.923348492872,11201.608522065944,11087.155651053283,10291.006650421501
2020-11-30,11571.350890921552,11911.85161177907,12066.642445012605,11410.425269562907
2020-12-31,11959.23467302372,12740.51229081266,12979.15441485699,11833.164023273044
2021-01-31,11722.113046711338,12892.6314296688,13018.424673737034,11712.579754816288
2021-02-28,11642.62886306985,13146.73132286367,13305.263797100595,12038.255266590013
2021-03-31,11835.25907110913,13201.311638366498,13390.158532931833,12584.781067841292
2021-04-30,12366.843832548167,13713.820000355381,13773.765782458562,13250.648097274614
2021-05-31,12590.227371034029,14176.729617226089,14144.629340821786,13337.653635097053
2021-06-30,12693.891129769943,14109.40524957687,14389.548960987411,13636.782175447388
2021-07-31,13033.850346843443,13878.460283115359,14328.35825254837,13969.690205237916
2021-08-31,13276.432558472627,13929.018206779429,14597.38134781038,14385.428405769126
2021-09-30,12730.318383013284,13405.113267585175,14220.815948108437,13714.989692647634
2021-10-31,13400.94201203969,14286.812112060794,14928.587523130029,14677.278659255726
2021-11-30,13376.809277728878,14019.099118916702,14730.91867332735,14559.35002412227
2021-12-31,13811.439035754967,14299.757576976312,15047.437070643582,15232.686737415605
2022-01-31,13219.893631731897,14073.170517137856,14574.782963346484,14429.294724953163
2022-02-28,13111.110440915796,14203.054675397758,14568.108082609746,14003.386478592776
2022-03-31,13292.011437080373,14619.028051313542,15003.596042510291,14529.77918819797
2022-04-30,12305.169307545977,13452.388075741828,13814.988033217965,13254.514524639562
2022-05-31,12177.831091889,13519.084507389827,13929.172196970672,13284.431747519076
2022-06-30,11510.7314654725,12307.4046522197,12647.90853324098,12188.991843367363
2022-07-31,12103.37698927718,12779.715767124948,13561.301376920832,13311.445769221415
2022-08-31,11629.227398863468,12301.515884703416,13075.787714324952,12768.314144050797
2022-09-30,10739.024408027552,11352.19105954458,12030.268911844189,11587.933501194055
2022-10-31,11091.33069290021,11912.959300701556,12839.878058454213,12529.75131080938
2022-11-30,11808.878068323236,13176.134189545442,13805.959168473872,13226.300110906246
2022-12-31,11421.156305299775,12875.980701720571,13301.797400581876,12464.090698875738
2023-01-31,12158.257000194208,13994.239380017696,14237.655953582753,13247.924850881987
2023-02-28,11726.189978241748,13132.042315511771,13661.893647052817,12914.835826105853
2023-03-31,12283.652905241826,14057.657301876077,14636.582814260091,13393.690306761548
2023-04-30,12430.862614027572,14128.525737023836,14811.108257850281,13607.652384775378
2023-05-31,12357.797835456688,14059.441982490283,15155.788354846063,13670.471167394782
2023-06-30,12795.478012293937,14529.346508221739,15755.181491390354,14556.313677208558
2023-07-31,13051.520180342332,15258.917906258452,16448.63384890029,15032.790258225763
2023-08-31,12812.575266957892,14787.625472509786,16122.148097625037,14788.475113085466
2023-09-30,12131.974705395918,14090.90746287675,15469.234807167319,14086.992639329219
2023-10-31,12020.494422706646,13987.673341746258,15215.33314274663,13781.183927728502
2023-11-30,12970.328421608903,15134.417608682765,16486.491941481327,15040.00821342763
2023-12-31,13568.033862506218,15544.963932210945,17114.298821367658,15726.663661179062
2024-01-31,13598.155810191878,15234.853922120114,17038.82941864823,15977.136796634253
2024-02-29,13982.228438160271,15673.21033892825,17678.139133018954,16810.93180587436
2024-03-31,14520.037049388544,16713.03685972791,18413.481319755418,17360.679109829223
2024-04-30,14076.301355124104,16656.87983637464,18017.278286659297,16660.705967820766
2024-05-31,14631.777049212213,17545.979181526593,18811.19274988214,17503.398856985474
2024-06-30,14993.021185714962,17867.520507700436,19362.307328901523,18120.92046144153
2024-07-31,15363.370096010969,18189.9452362657,19487.238619116677,18340.346715658765
2024-08-31,15708.50805498223,18397.85946636422,19584.608477937836,18768.88042951152
2024-09-30,16133.834133600802,19044.020718012485,19990.160127084204,19163.11663379286
2024-10-31,16042.877164740346,19228.697655142903,19834.97231575879,18992.109658828627
2024-11-30,16568.653292262847,19403.76802531656,20162.315577888534,20124.680580257453
2024-12-31,16098.832278526852,18833.518107074153,19603.365018676952,19640.47738571676
2025-01-31,16592.579900586534,19799.135574329055,20235.637002095096,20167.94878382813
2025-02-28,16713.631963797397,19997.971537898527,20056.75313407049,19911.919934475667
2025-03-31,16457.498812965972,20237.676019280374,20040.838057055247,18802.443557129835
2025-04-30,16539.198406684074,20045.431620046096,20115.403993314587,18639.42116555363
2025-05-31,17006.03430931672,21012.25038504293,21104.509851562107,19810.816551596174
2025-06-30,17608.98550541752,22220.08152291494,22435.854506444408,20828.817647135937
2025-07-31,17782.30523435135,22538.287504089854,22615.133561680657,21308.537575079128
2025-08-31,18198.686970099363,23791.20411918377,23193.957087955132,21745.777771860205
2025-09-30,19194.55232571414,26141.110737612806,24781.393071161125,22520.37181779091
2025-10-31,19673.62896326259,26593.049160599254,26246.039445057195,23057.198784296226
2025-11-30,19967.86846188825,27657.327684971253,26626.662351155985,23102.1604352035
2025-12-31,19997.355067832097,29075.011569827246,27943.627595026883,23120.584476496984
2026-01-31,20663.67076567692,31370.698607978244,30069.499886676804,23461.329381124073
2026-02-28,21135.27597427353,33339.362025301925,31865.195075510623,23258.577550006125
2026-03-31,19822.798926128846,30523.056986485382,29211.273666362595,22110.0790698439
2026-04-30,20927.626070635753,32706.153477587846,31978.52728069867,24432.802282950106
2026-05-31,21550.078717790824,34598.67293607103,34450.89846691665,25718.59690190677
