portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Sample Portfolio,10000.0,21577.705690955103,0.12227887926428171,0.12352000804420153,0.12403016509380073,0.2421618364522764,-0.17306543686485132,-0.2224543452549418,0.7666180075813992,1.1983470150399034
Portfolio 2,10000.0,34856.31543301935,0.20598587601699236,0.20374799696849663,0.1745644193946847,0.5437907779378852,-0.0995665043684465,-0.22346471874205287,1.0042810990716398,1.7078270099404065
Portfolio 3,10000.0,33627.55919623218,0.19951118478499907,0.19767380294305173,0.17062340936069317,0.4254505575141725,-0.11600910253795416,-0.2005104354073466,0.9918776888655895,1.6547399276880665
benchmark,10000.0,26145.135510113585,0.1550708783736876,0.1592106125845606,0.1694158854852678,0.2872877201276425,-0.18175362536271733,-0.2392718565707157,0.7719132253151821,1.2321285732321063
