date,year,month,series::Sample Portfolio::return,series::Sample Portfolio::balance,series::Portfolio 2::return,series::Portfolio 2::balance,series::Portfolio 3::return,series::Portfolio 3::balance,series::benchmark::return,series::benchmark::balance,asset::SPY::return,asset::GLD::return,asset::TLT::return,asset::QQQ::return,asset::SLV::return,asset::GDX::return,asset::AIA::return,asset::XLF::return,asset::XLE::return,asset::EWY::return,asset::EWJ::return,asset::INDY::return
2026-08-31,2026,8,0.036237514738384415,21577.705690955103,0.07729129253994754,34856.31543301935,0.06997958810709795,33627.55919623218,0.0267994025821654,26145.135510113585,0.0267994025821654,0.0992625397928133,0.007324219389085895,0.041817497259588166,0.14839572893793185,0.3294197593085566,0.03888795835103109,0.013523015039246689,0.07405541400355853,0.1512412067710558,0.037774628063917515,-0.0025142996651785765
2026-07-31,2026,7,-0.0068808630903498934,20823.127308224077,-0.019681539452187785,32355.51579632472,-0.054226909605359926,31428.224958686107,0.00034817917005858234,25462.749047539914,0.00034817917005858234,0.00857810852984442,-0.04473763223412919,-0.06573877318676935,-0.020759315223688124,-0.01789262463518959,-0.057885053905554096,0.062115239292021895,0.12125773964788422,-0.22189197200242627,-0.009434944624106878,0.00690447023688967
2026-06-30,2026,6,-0.02703830462512614,20967.40112472375,-0.04605858221500737,33005.10711411486,-0.035433116108454975,33230.1957814978,-0.010292566443839024,25453.88653445158,-0.010292566443839024,-0.11684884638695336,0.011659307076725689,-0.00149083123068805,-0.21747402622778766,-0.15688905185695068,-0.001057710310039317,0.0429971735588075,-0.04968884533158102,-0.01909346499348552,0.008786156893088926,0.0199290859080965
2026-05-31,2026,5,0.029743108227093935,21550.078717790824,0.05786432390406429,34598.67293607103,0.0773134786513524,34450.89846691665,0.05262575303750272,25718.59690190677,0.05262575303750272,-0.015436926989543909,0.005333981252724884,0.10568488508947738,0.025052476405646562,0.013591538518504587,0.14431583041072082,-0.010550553302632437,-0.05632857041269368,0.2803558650426692,0.04332212264660584,-0.023106789967728525
2026-04-30,2026,4,0.05573517385835015,20927.626070635753,0.07152286522510083,32706.153477587846,0.09473238469305861,31978.52728069867,0.10505268686597247,24432.802282950106,0.10505268686597247,-0.015408224107347213,-0.008396601009508786,0.15690076873760872,-0.021719925752800906,-0.03792084401042628,0.17173813305863472,0.055904408448808285,-0.02628136791889235,0.30688555170333465,0.05518703775857192,0.034801114119390464
2026-03-31,2026,3,-0.06209888386327528,19822.798926128846,-0.08447387315567667,30523.056986485382,-0.08328589870104539,29211.273666362595,-0.04937956664344334,22110.0790698439,-0.04937956664344334,-0.11051161024305556,-0.042300564139783,-0.04838259103173448,-0.19825860569063614,-0.20778660614434996,-0.10057615197954917,-0.03511997639435782,0.1026512734916567,-0.1873554462296264,-0.08585037239358739,-0.1048950833640282
2026-02-28,2026,2,0.022822915344739132,21135.27597427353,0.06275484782551198,33339.362025301925,0.059718159450648504,31865.195075510623,-0.008641958340223965,23258.577550006125,-0.008641958340223965,0.08720077925273872,0.04633769541056343,-0.023445318098410217,0.12659060330466843,0.22972399247038666,0.07918797137364386,-0.03761221368769385,0.09539662599183685,0.2365819017130082,0.07757819933034904,0.0023363685225019637
2026-01-31,2026,1,0.03332019137454161,20663.67076567692,0.07895739035692623,31370.698607978244,0.07607717660924815,30069.499886676804,0.014737728839574471,23461.329381124073,0.014737728839574471,0.12273224230545976,-0.00034447195147513376,0.012306465049553683,0.17106495786541798,0.09828612143075399,0.12152595197663985,-0.024283391331581416,0.1418026741972711,0.25910308707177854,0.06167954515311491,-0.0448366006987756
2025-12-31,2025,12,0.001476702733700581,19997.355067832097,0.0512588888197739,29075.011569827246,0.04946039524227954,27943.627595026883,0.0007975029584423865,23120.584476496984,0.0007975029584423865,0.02173350667644791,-0.0265860461505264,-0.006699365349315034,0.2579574169232519,0.03800215761762371,0.04102318389624471,0.030591044482189966,-0.0029601582568700158,0.0939099269242738,0.009047096439217972,-0.007473483404573655
2025-11-30,2025,11,0.014956035776373985,19967.86846188825,0.040020928700002414,27657.327684971253,0.014502108285540443,26626.662351155985,0.0019500049129079766,23102.1604352035,0.0019500049129079766,0.05367817567023114,0.002723279842013815,-0.015610216675696953,0.16359920557907937,0.15500974411071589,-0.03708197982365968,0.01833115820605924,0.026324596409974088,-0.0631958352660974,-0.0052725971138274375,0.014911355552132965
2025-10-31,2025,10,0.024958989895619895,19673.62896326259,0.017288416988960643,26593.049160599254,0.059102665039461544,26246.039445057195,0.02383739357630099,23057.198784296226,0.02383739357630099,0.035586670754335525,0.01381097235430695,0.04780380674246221,0.03870661862146729,-0.056806297757817426,0.046194610868935504,-0.027844832659136953,-0.0135435799161584,0.21098634449259945,0.04039391868851716,0.04086438514198032
2025-09-30,2025,9,0.05472182456080456,19194.55232571414,0.09877207587547937,26141.110737612806,0.06844179185061815,24781.393071161125,0.03562043418529992,22520.37181779091,0.03562043418529992,0.11758415768627128,0.03590968197801425,0.053762214213215476,0.1707654197205415,0.20943490163005585,0.11477724151670587,0.0010619311806887577,-0.0031820114002346633,0.10880399989503964,0.02465504067781299,0.0
