roll_period_years,Sample Portfolio_average_pct,Sample Portfolio_high_pct,Sample Portfolio_low_pct,Portfolio 2_average_pct,Portfolio 2_high_pct,Portfolio 2_low_pct,Portfolio 3_average_pct,Portfolio 3_high_pct,Portfolio 3_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,12.906824134030995,33.462706279663855,-17.30654368648513,22.66476617974641,66.71371874952354,-16.61569279934222,21.96760152398833,64.18792938797087,-15.403806956348543,17.750827822948075,56.23112793406024,-18.175362536271734
3,10.303647554549435,21.698062946656947,2.556471099442992,16.828204259413862,36.4190446566172,5.722049989698053,16.758558902630686,32.6178228009905,9.216778841526075,14.387342881894384,24.792893364599244,7.618483241520102
5,10.854852005361018,12.665610384276027,9.457643502373614,17.646960275002456,20.455850813902842,13.497498777447792,17.215152329133403,19.700034930300482,14.170812679005195,14.906967336506025,18.475142417906397,11.930624332559736
7,,,,,,,,,,,,
