year,Sample Portfolio_return_pct,Portfolio 2_return_pct,Portfolio 3_return_pct,benchmark_return_pct
2020,19.59236959076125,27.40512508658064,29.79155432432721,18.33165912989059
2021,15.487635451837622,12.238489821843878,15.935424989736902,28.728755645953697
2022,-17.30655329493781,-9.956647921686724,-11.600903639079762,-18.17537371145902
2023,18.797378079106952,20.728381056278167,28.661542414261643,26.175788361349728
2024,18.652652261652648,21.155105591768386,14.543779004034274,24.886476304115355
2025,24.216179883023024,54.379079972879985,42.54505284616932,17.71905551191477
2026,7.9028017422377195,19.88409823778603,20.340707668952952,13.081637433046666
