date,Sample Portfolio_drawdown_pct,Portfolio 2_drawdown_pct,Portfolio 3_drawdown_pct,benchmark_drawdown_pct
2020-01-31,0.0,0.0,0.0,0.0
2020-02-29,-3.3723337298561695,-6.264012673100561,-6.60254336568663,-7.916556751055836
2020-03-31,-8.72134371578629,-17.39225385275429,-17.946754167586953,-19.41514488828673
2020-04-30,-0.9688574775407521,-5.465587088039436,-7.749858996837345,-9.182191433710617
2020-05-31,0.0,-0.4413730145981787,-1.9789723160856698,-4.855153338130602
2020-06-30,0.0,0.0,0.0,-3.1678069273110676
2020-07-31,0.0,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0,0.0
2020-09-30,-2.8970011056135836,-6.603823170812417,-5.7582559851590664,-3.744356063272425
2020-10-31,-5.083204183696777,-7.566057295407402,-7.269888981297623,-6.144365625970616
2020-11-30,-0.09793092349409394,-1.7052380313738347,0.0,0.0
2020-12-31,0.0,0.0,0.0,0.0
2021-01-31,-1.9827599140422536,0.0,0.0,-1.019062670152171
2021-02-28,-2.6474029032146573,0.0,0.0,0.0
2021-03-31,-1.0366604397438195,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0,0.0
2021-06-30,0.0,-0.47487870350078065,0.0,0.0
2021-07-31,0.0,-2.1039360524770623,-0.4252556512219674,0.0
2021-08-31,0.0,-1.7473151228657446,0.0,0.0
2021-09-30,-4.11341902956448,-5.4428337132855,-2.5796598644218127,-4.660555272263545
2021-10-31,0.0,0.0,0.0,0.0
2021-11-30,-0.18008401816723696,-1.8738350137447624,-1.3240794970460046,-0.8034845540137114
2021-12-31,0.0,0.0,0.0,0.0
2022-01-31,-4.283006019119783,-1.584563474763856,-3.1411053769205055,-5.274124495483978
2022-02-28,-5.070638515967552,-0.6762534712541846,-3.1854539484587385,-8.0701462067873
2022-03-31,-3.7608594572374976,0.0,-0.2913487811569637,-4.614481645535696
2022-04-30,-10.905964576081494,-7.980276403575271,-8.190422082804204,-12.986376317648517
2022-05-31,-11.8279417920094,-7.524047797076328,-7.431596695691988,-12.789968031242882
2022-06-30,-16.657990292094848,-15.812426992821639,-15.946425577461753,-19.98134387600099
2022-07-31,-12.36701501818458,-12.581628020182123,-9.876340299375897,-12.61262559337506
