portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
Sample Portfolio,10000.0,21577.704983017655,0.12352000933919433,0.24216179883023026,-0.1730655329493781,0.7666176815487177,1.1983469087351963,12.227887374119728,12.403021953147041,-22.24543384768388
Portfolio 2,10000.0,34856.31679340535,0.2037479961891424,0.5437907997287998,-0.09956647921686723,1.0042813161138362,1.7078275395426026,20.598588307714614,17.456438089232627,-22.34646108036292
Portfolio 3,10000.0,33627.56248413343,0.1976738095430532,0.4254505284616932,-0.11600903639079763,0.9918780079345157,1.6547406173488797,19.95112023771508,17.06233611283237,-20.051034139171243
benchmark,10000.0,26145.13279049405,0.15921060517005037,0.28728755645953696,-0.1817537371145902,0.7719129267273912,1.2321285810517122,15.507086035109907,16.94159414125664,-23.927175560477576
