portfolio,3m_pct,1y_pct,3y_pct,5y_pct,10y_pct,ytd_pct,full_period_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
Sample Portfolio,0.12819885016690513,18.56737672586273,18.975157280027368,10.200807418107027,,7.9028017422377195,12.227887374119728,10.417834405116707,12.56607070522692
Portfolio 2,0.7446600550962579,46.5092529451441,33.084561509285,20.135732229817638,,19.88409823778603,20.598588307714614,14.26554727867336,16.352574766847134
Portfolio 3,-2.3898920124685197,44.984141722646974,27.76860328049464,18.16370169009589,,20.340707668952952,19.95112023771508,14.482711344558052,15.965207543524858
benchmark,1.658483197328664,20.230859454226135,20.91750222309734,12.692139892852827,,13.081637433046666,15.507086035109907,12.939400291002261,15.869527496845507
