portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
Sample Portfolio,10000.0,21577.7064702612,0.12352001786299616,0.24216195128696816,-0.17306543496367843,0.7666178533356711,1.1983471292974617,12.227888534415943,12.403020285696739,-22.245428592808846
Portfolio 2,10000.0,34856.315038699846,0.2037479867281844,0.543790767081046,-0.09956648718085048,1.0042813173677807,1.7078276899180738,20.59858739705467,17.456437125374006,-22.34645488486494
Portfolio 3,10000.0,33627.5626946217,0.19767380933166867,0.4254505373821933,-0.11600907972770236,0.9918780444275993,1.6547407930668931,19.951120350338346,17.062335463764963,-20.051031706618836
benchmark,10000.0,26145.135510113552,0.1592106273530844,0.2872875564595374,-0.181753600539744,0.7719129163515239,1.2321280228937905,15.507087837368738,16.941597242755634,-23.927175560477586
