year,TO-BE Direct,KAW Direct Proxy,benchmark
2022,-0.04255248393641353,-0.06601919637805065,-0.04775841650310142
2023,0.27844869576375864,0.15536548653173732,0.27935871206080365
2024,0.5000419867992096,0.18548220117831904,0.43411649081727344
2025,0.35232412717496375,0.20676466119987058,0.1535408267380316
2026,0.2715281047622049,0.04095922800328822,0.0888832490115481
