asset,TO-BE Direct,KAW Direct Proxy
SPMO,0.19620046298439509,0.0
426030,0.5302601482606366,0.0
277540,0.14926111233433503,0.0
132030,0.0352638006290835,0.17158870848111007
144600,0.039292703333138695,0.0
XLE,0.04972177245841083,0.0
133690,0.0,0.10848494681181059
402970,0.0,0.047084632141297086
069500,0.0,0.22620881383139974
168580,0.0,0.052430984411013085
200250,0.0,0.04465478428574992
101280,0.0,0.04373240631549369
TLT,0.0,0.13442456017922508
385560,0.0,0.17139016354290063
