metric,TO-BE Direct,KAW Direct Proxy,benchmark
alpha,0.10275900714217283,0.013107684178392726,-6.245004513516506e-17
beta,0.9233584955030172,0.41717959421761647,1.0000000000000004
calmar_ratio,3.223262400212455,1.9465395753387338,2.602773991894038
excess_kurtosis,1.4638841865153975,0.46443714625692056,0.576625605699169
historical_var_95,0.04571841940162828,0.03789952247475372,0.044908999756463286
modigliani_modigliani,0.25100992241708936,0.15085586630080455,0.19629257597805178
r_squared,0.6241079570593034,0.356336507924713,1.0
skewness,-0.05686089807540298,-0.6176390000809819,-0.5777854022145092
treynor_ratio,0.26913131577133464,0.18839610972888698,0.1578977483918448
