portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-04-30,2022-12-31,2023-05-31,-0.11396921289393591,14
optimized,2,2026-06-30,2026-07-31,,-0.08704032093677294,3
optimized,3,2026-03-31,2026-03-31,2026-05-31,-0.059767755055174177,3
optimized,4,2022-01-31,2022-01-31,2022-03-31,-0.048229453382777066,3
optimized,5,2023-09-30,2023-10-31,2023-11-30,-0.031749823002370725,3
optimized,6,2025-04-30,2025-04-30,2025-05-31,-0.003848238674125204,2
optimized,7,2025-02-28,2025-02-28,2025-03-31,-0.0030627002346816923,2
provided,1,2022-01-31,2022-12-31,2024-03-31,-0.15777783819033242,27
provided,2,2026-06-30,2026-07-31,,-0.08398031523653327,3
provided,3,2026-03-31,2026-03-31,2026-05-31,-0.060065578310395384,3
provided,4,2025-04-30,2025-05-31,2025-06-30,-0.014265929943763633,3
provided,5,2024-08-31,2024-08-31,2024-09-30,-0.006388627236756261,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.13403058170899118,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727158800798851,6
benchmark,3,2026-07-31,2026-07-31,,-0.0823418340649481,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.051630321285966896,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609588,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.01496621830211764,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622288120753274,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.004621222689090154,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.0025010605863751145,2
