metric,optimized,provided,benchmark
alpha,0.07851225989756185,-0.005518335945142876,-2.0816681711721685e-17
beta,0.48216091619159374,0.4332147079767712,1.0000000000000002
calmar_ratio,3.2287402114952033,1.9465393977668763,2.602768375975549
excess_kurtosis,0.5741971572705302,0.1311804872266853,0.11713830634533284
historical_var_95,0.04512110996454745,0.03990531495843328,0.04498167049960459
modigliani_modigliani,0.21202030388892218,0.10925269457390338,0.16581398773817446
r_squared,0.3595794488452329,0.38757252062639475,1.0
skewness,-0.08867299161395216,-0.4869239657038809,-0.4420302895914351
treynor_ratio,0.28954496613377806,0.11381816670175153,0.12741916015196755
