kind,label,expected_return,volatility,sharpe,weight_133690,weight_402970,weight_069500,weight_168580,weight_200250,weight_101280,weight_TLT,weight_385560,weight_132030
provided,Provided Portfolio,0.08770253143635764,0.09952448365744027,0.4954329029213165,0.1,0.1,0.08,0.085,0.085,0.05,0.15,0.15,0.2
optimized,Optimized Portfolio,0.17800209373593331,0.11499998970692424,1.2139763360458853,0.25312441392166973,0.24947810734231182,0.08995463024826507,0.0,0.0,0.0,0.0,0.0,0.4074427030063614
benchmark,Benchmark,0.1658139877381745,0.1430221258416298,0.8909052316357011,,,,,,,,,
