asset,optimized,provided
QQQ,0.15281508626401147,0.17740685946077775
SPMO,0.49047410597020036,0.0748073087297827
GDX,0.0,0.09876061976847705
GLD,0.10936035696305413,0.0
SLV,0.0,0.0884694326578584
AIA,0.0,0.1285238818103488
XLE,0.013249484355240612,0.12899173311238543
PTF,0.0,0.1204809500386977
QLD,0.2341009664474935,0.182559214421672
